1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: EB00000051023021
Is Mission Active?  true
Mission Start:  Fri Apr 16 13:01:00 PDT 2021
Sample Rate:  Every 60 minute(s)
Number of Mission Samples:  1969
Total Samples:  16435
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
2021-05-07, 8:01:00 p.m.,C,9
2021-05-07, 9:01:00 p.m.,C,9.5
2021-05-07, 10:01:00 p.m.,C,9.5
2021-05-07, 11:01:00 p.m.,C,9.5
2021-05-08, 12:01:00 a.m.,C,9.5
2021-05-08, 1:01:00 a.m.,C,9.5
2021-05-08, 2:01:00 a.m.,C,9
2021-05-08, 3:01:00 a.m.,C,9
2021-05-08, 4:01:00 a.m.,C,9
2021-05-08, 5:01:00 a.m.,C,9
2021-05-08, 6:01:00 a.m.,C,9
2021-05-08, 7:01:00 a.m.,C,8.5
2021-05-08, 8:01:00 a.m.,C,9.5
2021-05-08, 9:01:00 a.m.,C,10.5
2021-05-08, 10:01:00 a.m.,C,11
2021-05-08, 11:01:00 a.m.,C,14.5
2021-05-08, 12:01:00 p.m.,C,14
2021-05-08, 1:01:00 p.m.,C,10.5
2021-05-08, 2:01:00 p.m.,C,9.5
2021-05-08, 3:01:00 p.m.,C,9.5
2021-05-08, 4:01:00 p.m.,C,9.5
2021-05-08, 5:01:00 p.m.,C,9.5
2021-05-08, 6:01:00 p.m.,C,10
2021-05-08, 7:01:00 p.m.,C,10
2021-05-08, 8:01:00 p.m.,C,9.5
2021-05-08, 9:01:00 p.m.,C,9.5
2021-05-08, 10:01:00 p.m.,C,9.5
2021-05-08, 11:01:00 p.m.,C,10
2021-05-09, 12:01:00 a.m.,C,9.5
2021-05-09, 1:01:00 a.m.,C,9.5
2021-05-09, 2:01:00 a.m.,C,9.5
2021-05-09, 3:01:00 a.m.,C,9.5
2021-05-09, 4:01:00 a.m.,C,9.5
2021-05-09, 5:01:00 a.m.,C,9.5
2021-05-09, 6:01:00 a.m.,C,9.5
2021-05-09, 7:01:00 a.m.,C,9.5
2021-05-09, 8:01:00 a.m.,C,10
2021-05-09, 9:01:00 a.m.,C,11.5
2021-05-09, 10:01:00 a.m.,C,13.5
2021-05-09, 11:01:00 a.m.,C,17
2021-05-09, 12:01:00 p.m.,C,15.5
2021-05-09, 1:01:00 p.m.,C,17
2021-05-09, 2:01:00 p.m.,C,12.5
2021-05-09, 3:01:00 p.m.,C,10.5
2021-05-09, 4:01:00 p.m.,C,10
2021-05-09, 5:01:00 p.m.,C,10
2021-05-09, 6:01:00 p.m.,C,10.5
2021-05-09, 7:01:00 p.m.,C,10.5
2021-05-09, 8:01:00 p.m.,C,10.5
2021-05-09, 9:01:00 p.m.,C,10
2021-05-09, 10:01:00 p.m.,C,9.5
2021-05-09, 11:01:00 p.m.,C,10
2021-05-10, 12:01:00 a.m.,C,9.5
2021-05-10, 1:01:00 a.m.,C,9.5
2021-05-10, 2:01:00 a.m.,C,9
2021-05-10, 3:01:00 a.m.,C,9.5
2021-05-10, 4:01:00 a.m.,C,9.5
2021-05-10, 5:01:00 a.m.,C,9
2021-05-10, 6:01:00 a.m.,C,9
2021-05-10, 7:01:00 a.m.,C,8.5
2021-05-10, 8:01:00 a.m.,C,10
2021-05-10, 9:01:00 a.m.,C,10.5
2021-05-10, 10:01:00 a.m.,C,11.5
2021-05-10, 11:01:00 a.m.,C,15.5
2021-05-10, 12:01:00 p.m.,C,18
2021-05-10, 1:01:00 p.m.,C,18.5
2021-05-10, 2:01:00 p.m.,C,19
2021-05-10, 3:01:00 p.m.,C,10.5
2021-05-10, 4:01:00 p.m.,C,10
2021-05-10, 5:01:00 p.m.,C,10
2021-05-10, 6:01:00 p.m.,C,9.5
2021-05-10, 7:01:00 p.m.,C,10
2021-05-10, 8:01:00 p.m.,C,10
2021-05-10, 9:01:00 p.m.,C,10
2021-05-10, 10:01:00 p.m.,C,10
2021-05-10, 11:01:00 p.m.,C,10
2021-05-11, 12:01:00 a.m.,C,10
2021-05-11, 1:01:00 a.m.,C,9.5
2021-05-11, 2:01:00 a.m.,C,9.5
2021-05-11, 3:01:00 a.m.,C,9.5
2021-05-11, 4:01:00 a.m.,C,9
2021-05-11, 5:01:00 a.m.,C,9
2021-05-11, 6:01:00 a.m.,C,9
2021-05-11, 7:01:00 a.m.,C,8.5
2021-05-11, 8:01:00 a.m.,C,9
2021-05-11, 9:01:00 a.m.,C,10
2021-05-11, 10:01:00 a.m.,C,11.5
2021-05-11, 11:01:00 a.m.,C,16
2021-05-11, 12:01:00 p.m.,C,19
2021-05-11, 1:01:00 p.m.,C,21
2021-05-11, 2:01:00 p.m.,C,22.5
2021-05-11, 3:01:00 p.m.,C,11.5
2021-05-11, 4:01:00 p.m.,C,10
2021-05-11, 5:01:00 p.m.,C,10
2021-05-11, 6:01:00 p.m.,C,10
2021-05-11, 7:01:00 p.m.,C,10
2021-05-11, 8:01:00 p.m.,C,10
2021-05-11, 9:01:00 p.m.,C,10
2021-05-11, 10:01:00 p.m.,C,10
2021-05-11, 11:01:00 p.m.,C,10
2021-05-12, 12:01:00 a.m.,C,10
2021-05-12, 1:01:00 a.m.,C,9.5
2021-05-12, 2:01:00 a.m.,C,9.5
2021-05-12, 3:01:00 a.m.,C,9.5
2021-05-12, 4:01:00 a.m.,C,9.5
2021-05-12, 5:01:00 a.m.,C,9.5
2021-05-12, 6:01:00 a.m.,C,9.5
2021-05-12, 7:01:00 a.m.,C,10
2021-05-12, 8:01:00 a.m.,C,11
2021-05-12, 9:01:00 a.m.,C,12.5
2021-05-12, 10:01:00 a.m.,C,14
2021-05-12, 11:01:00 a.m.,C,17
2021-05-12, 12:01:00 p.m.,C,20.5
2021-05-12, 1:01:00 p.m.,C,23
2021-05-12, 2:01:00 p.m.,C,25
2021-05-12, 3:01:00 p.m.,C,26
2021-05-12, 4:01:00 p.m.,C,10.5
2021-05-12, 5:01:00 p.m.,C,10
2021-05-12, 6:01:00 p.m.,C,9.5
2021-05-12, 7:01:00 p.m.,C,9.5
2021-05-12, 8:01:00 p.m.,C,10
2021-05-12, 9:01:00 p.m.,C,10
2021-05-12, 10:01:00 p.m.,C,9.5
2021-05-12, 11:01:00 p.m.,C,9.5
2021-05-13, 12:01:00 a.m.,C,10
2021-05-13, 1:01:00 a.m.,C,10
2021-05-13, 2:01:00 a.m.,C,9.5
2021-05-13, 3:01:00 a.m.,C,9.5
2021-05-13, 4:01:00 a.m.,C,9.5
2021-05-13, 5:01:00 a.m.,C,9.5
2021-05-13, 6:01:00 a.m.,C,9.5
2021-05-13, 7:01:00 a.m.,C,9.5
2021-05-13, 8:01:00 a.m.,C,9.5
2021-05-13, 9:01:00 a.m.,C,10.5
2021-05-13, 10:01:00 a.m.,C,12
2021-05-13, 11:01:00 a.m.,C,16.5
2021-05-13, 12:01:00 p.m.,C,19.5
2021-05-13, 1:01:00 p.m.,C,22
2021-05-13, 2:01:00 p.m.,C,24
2021-05-13, 3:01:00 p.m.,C,25
2021-05-13, 4:01:00 p.m.,C,21.5
2021-05-13, 5:01:00 p.m.,C,10
2021-05-13, 6:01:00 p.m.,C,10.5
2021-05-13, 7:01:00 p.m.,C,10
2021-05-13, 8:01:00 p.m.,C,10
2021-05-13, 9:01:00 p.m.,C,10
2021-05-13, 10:01:00 p.m.,C,10
2021-05-13, 11:01:00 p.m.,C,10
2021-05-14, 12:01:00 a.m.,C,10
2021-05-14, 1:01:00 a.m.,C,10
2021-05-14, 2:01:00 a.m.,C,10
2021-05-14, 3:01:00 a.m.,C,10
2021-05-14, 4:01:00 a.m.,C,9.5
2021-05-14, 5:01:00 a.m.,C,9.5
2021-05-14, 6:01:00 a.m.,C,9.5
2021-05-14, 7:01:00 a.m.,C,9.5
2021-05-14, 8:01:00 a.m.,C,10
2021-05-14, 9:01:00 a.m.,C,10
2021-05-14, 10:01:00 a.m.,C,12
2021-05-14, 11:01:00 a.m.,C,16.5
2021-05-14, 12:01:00 p.m.,C,19.5
2021-05-14, 1:01:00 p.m.,C,20
2021-05-14, 2:01:00 p.m.,C,20
2021-05-14, 3:01:00 p.m.,C,20
2021-05-14, 4:01:00 p.m.,C,18
2021-05-14, 5:01:00 p.m.,C,10
2021-05-14, 6:01:00 p.m.,C,10
2021-05-14, 7:01:00 p.m.,C,10
2021-05-14, 8:01:00 p.m.,C,10
2021-05-14, 9:01:00 p.m.,C,10
2021-05-14, 10:01:00 p.m.,C,10
2021-05-14, 11:01:00 p.m.,C,10
2021-05-15, 12:01:00 a.m.,C,10
2021-05-15, 1:01:00 a.m.,C,10
2021-05-15, 2:01:00 a.m.,C,10
2021-05-15, 3:01:00 a.m.,C,9.5
2021-05-15, 4:01:00 a.m.,C,9.5
2021-05-15, 5:01:00 a.m.,C,9.5
2021-05-15, 6:01:00 a.m.,C,9.5
2021-05-15, 7:01:00 a.m.,C,9.5
2021-05-15, 8:01:00 a.m.,C,9.5
2021-05-15, 9:01:00 a.m.,C,10
2021-05-15, 10:01:00 a.m.,C,12
2021-05-15, 11:01:00 a.m.,C,16.5
2021-05-15, 12:01:00 p.m.,C,19
2021-05-15, 1:01:00 p.m.,C,21.5
2021-05-15, 2:01:00 p.m.,C,24
2021-05-15, 3:01:00 p.m.,C,25
2021-05-15, 4:01:00 p.m.,C,25
2021-05-15, 5:01:00 p.m.,C,20
2021-05-15, 6:01:00 p.m.,C,10
2021-05-15, 7:01:00 p.m.,C,10
2021-05-15, 8:01:00 p.m.,C,10
2021-05-15, 9:01:00 p.m.,C,10
2021-05-15, 10:01:00 p.m.,C,10
2021-05-15, 11:01:00 p.m.,C,10
2021-05-16, 12:01:00 a.m.,C,10
2021-05-16, 1:01:00 a.m.,C,10
2021-05-16, 2:01:00 a.m.,C,9.5
2021-05-16, 3:01:00 a.m.,C,9.5
2021-05-16, 4:01:00 a.m.,C,10
2021-05-16, 5:01:00 a.m.,C,9.5
2021-05-16, 6:01:00 a.m.,C,9.5
2021-05-16, 7:01:00 a.m.,C,9.5
2021-05-16, 8:01:00 a.m.,C,9.5
2021-05-16, 9:01:00 a.m.,C,10.5
2021-05-16, 10:01:00 a.m.,C,12.5
2021-05-16, 11:01:00 a.m.,C,17
2021-05-16, 12:01:00 p.m.,C,19.5
2021-05-16, 1:01:00 p.m.,C,22
2021-05-16, 2:01:00 p.m.,C,23
2021-05-16, 3:01:00 p.m.,C,24.5
2021-05-16, 4:01:00 p.m.,C,24.5
2021-05-16, 5:01:00 p.m.,C,16
2021-05-16, 6:01:00 p.m.,C,10
2021-05-16, 7:01:00 p.m.,C,10
2021-05-16, 8:01:00 p.m.,C,10
2021-05-16, 9:01:00 p.m.,C,10
2021-05-16, 10:01:00 p.m.,C,10
2021-05-16, 11:01:00 p.m.,C,10
2021-05-17, 12:01:00 a.m.,C,10
2021-05-17, 1:01:00 a.m.,C,10
2021-05-17, 2:01:00 a.m.,C,10
2021-05-17, 3:01:00 a.m.,C,10
2021-05-17, 4:01:00 a.m.,C,10
2021-05-17, 5:01:00 a.m.,C,10
2021-05-17, 6:01:00 a.m.,C,10
2021-05-17, 7:01:00 a.m.,C,10
2021-05-17, 8:01:00 a.m.,C,10
2021-05-17, 9:01:00 a.m.,C,10
2021-05-17, 10:01:00 a.m.,C,11
2021-05-17, 11:01:00 a.m.,C,14
2021-05-17, 12:01:00 p.m.,C,15.5
2021-05-17, 1:01:00 p.m.,C,17
2021-05-17, 2:01:00 p.m.,C,16
2021-05-17, 3:01:00 p.m.,C,16
2021-05-17, 4:01:00 p.m.,C,12.5
2021-05-17, 5:01:00 p.m.,C,12.5
2021-05-17, 6:01:00 p.m.,C,12
2021-05-17, 7:01:00 p.m.,C,10
2021-05-17, 8:01:00 p.m.,C,10
2021-05-17, 9:01:00 p.m.,C,10
2021-05-17, 10:01:00 p.m.,C,10
2021-05-17, 11:01:00 p.m.,C,9.5
2021-05-18, 12:01:00 a.m.,C,10
2021-05-18, 1:01:00 a.m.,C,9.5
2021-05-18, 2:01:00 a.m.,C,9.5
2021-05-18, 3:01:00 a.m.,C,9.5
2021-05-18, 4:01:00 a.m.,C,9.5
2021-05-18, 5:01:00 a.m.,C,9.5
2021-05-18, 6:01:00 a.m.,C,9.5
2021-05-18, 7:01:00 a.m.,C,9.5
2021-05-18, 8:01:00 a.m.,C,9.5
2021-05-18, 9:01:00 a.m.,C,9.5
2021-05-18, 10:01:00 a.m.,C,10
2021-05-18, 11:01:00 a.m.,C,10.5
2021-05-18, 12:01:00 p.m.,C,14
2021-05-18, 1:01:00 p.m.,C,16
2021-05-18, 2:01:00 p.m.,C,17.5
2021-05-18, 3:01:00 p.m.,C,18.5
2021-05-18, 4:01:00 p.m.,C,18.5
2021-05-18, 5:01:00 p.m.,C,19
2021-05-18, 6:01:00 p.m.,C,16.5
2021-05-18, 7:01:00 p.m.,C,11.5
2021-05-18, 8:01:00 p.m.,C,10
2021-05-18, 9:01:00 p.m.,C,10
2021-05-18, 10:01:00 p.m.,C,10
2021-05-18, 11:01:00 p.m.,C,10
2021-05-19, 12:01:00 a.m.,C,10
2021-05-19, 1:01:00 a.m.,C,10
2021-05-19, 2:01:00 a.m.,C,10
2021-05-19, 3:01:00 a.m.,C,9.5
2021-05-19, 4:01:00 a.m.,C,9.5
2021-05-19, 5:01:00 a.m.,C,9.5
2021-05-19, 6:01:00 a.m.,C,9.5
2021-05-19, 7:01:00 a.m.,C,9.5
2021-05-19, 8:01:00 a.m.,C,9.5
2021-05-19, 9:01:00 a.m.,C,10
2021-05-19, 10:01:00 a.m.,C,10
2021-05-19, 11:01:00 a.m.,C,11.5
2021-05-19, 12:01:00 p.m.,C,17.5
2021-05-19, 1:01:00 p.m.,C,20.5
2021-05-19, 2:01:00 p.m.,C,20.5
2021-05-19, 3:01:00 p.m.,C,21.5
2021-05-19, 4:01:00 p.m.,C,21
2021-05-19, 5:01:00 p.m.,C,20.5
2021-05-19, 6:01:00 p.m.,C,19
2021-05-19, 7:01:00 p.m.,C,15.5
2021-05-19, 8:01:00 p.m.,C,11
2021-05-19, 9:01:00 p.m.,C,10.5
2021-05-19, 10:01:00 p.m.,C,10.5
2021-05-19, 11:01:00 p.m.,C,10
2021-05-20, 12:01:00 a.m.,C,10
2021-05-20, 1:01:00 a.m.,C,10
2021-05-20, 2:01:00 a.m.,C,10
2021-05-20, 3:01:00 a.m.,C,10
2021-05-20, 4:01:00 a.m.,C,10
2021-05-20, 5:01:00 a.m.,C,10
2021-05-20, 6:01:00 a.m.,C,10
2021-05-20, 7:01:00 a.m.,C,10
2021-05-20, 8:01:00 a.m.,C,10
2021-05-20, 9:01:00 a.m.,C,10.5
2021-05-20, 10:01:00 a.m.,C,10.5
2021-05-20, 11:01:00 a.m.,C,10.5
2021-05-20, 12:01:00 p.m.,C,14.5
2021-05-20, 1:01:00 p.m.,C,18.5
2021-05-20, 2:01:00 p.m.,C,21
2021-05-20, 3:01:00 p.m.,C,23
2021-05-20, 4:01:00 p.m.,C,22.5
2021-05-20, 5:01:00 p.m.,C,21
2021-05-20, 6:01:00 p.m.,C,20
2021-05-20, 7:01:00 p.m.,C,15
2021-05-20, 8:01:00 p.m.,C,11
2021-05-20, 9:01:00 p.m.,C,11
2021-05-20, 10:01:00 p.m.,C,11
2021-05-20, 11:01:00 p.m.,C,10.5
2021-05-21, 12:01:00 a.m.,C,10.5
2021-05-21, 1:01:00 a.m.,C,10
2021-05-21, 2:01:00 a.m.,C,10.5
2021-05-21, 3:01:00 a.m.,C,10
2021-05-21, 4:01:00 a.m.,C,10
2021-05-21, 5:01:00 a.m.,C,10
2021-05-21, 6:01:00 a.m.,C,10
2021-05-21, 7:01:00 a.m.,C,10
2021-05-21, 8:01:00 a.m.,C,10
2021-05-21, 9:01:00 a.m.,C,10.5
2021-05-21, 10:01:00 a.m.,C,10.5
2021-05-21, 11:01:00 a.m.,C,10.5
2021-05-21, 12:01:00 p.m.,C,10.5
2021-05-21, 1:01:00 p.m.,C,12.5
2021-05-21, 2:01:00 p.m.,C,18
2021-05-21, 3:01:00 p.m.,C,20.5
2021-05-21, 4:01:00 p.m.,C,20.5
2021-05-21, 5:01:00 p.m.,C,20
2021-05-21, 6:01:00 p.m.,C,19
2021-05-21, 7:01:00 p.m.,C,15.5
2021-05-21, 8:01:00 p.m.,C,11.5
2021-05-21, 9:01:00 p.m.,C,10.5
2021-05-21, 10:01:00 p.m.,C,10.5
2021-05-21, 11:01:00 p.m.,C,10.5
2021-05-22, 12:01:00 a.m.,C,10.5
2021-05-22, 1:01:00 a.m.,C,10.5
2021-05-22, 2:01:00 a.m.,C,10.5
2021-05-22, 3:01:00 a.m.,C,10.5
2021-05-22, 4:01:00 a.m.,C,10.5
2021-05-22, 5:01:00 a.m.,C,10.5
2021-05-22, 6:01:00 a.m.,C,10
2021-05-22, 7:01:00 a.m.,C,10
2021-05-22, 8:01:00 a.m.,C,10
2021-05-22, 9:01:00 a.m.,C,10.5
2021-05-22, 10:01:00 a.m.,C,12.5
2021-05-22, 11:01:00 a.m.,C,10.5
2021-05-22, 12:01:00 p.m.,C,10
2021-05-22, 1:01:00 p.m.,C,10
2021-05-22, 2:01:00 p.m.,C,11
2021-05-22, 3:01:00 p.m.,C,11.5
2021-05-22, 4:01:00 p.m.,C,14
2021-05-22, 5:01:00 p.m.,C,14
2021-05-22, 6:01:00 p.m.,C,12.5
2021-05-22, 7:01:00 p.m.,C,11
2021-05-22, 8:01:00 p.m.,C,11
2021-05-22, 9:01:00 p.m.,C,11
2021-05-22, 10:01:00 p.m.,C,11
2021-05-22, 11:01:00 p.m.,C,10.5
2021-05-23, 12:01:00 a.m.,C,10.5
2021-05-23, 1:01:00 a.m.,C,10.5
2021-05-23, 2:01:00 a.m.,C,10.5
2021-05-23, 3:01:00 a.m.,C,10.5
2021-05-23, 4:01:00 a.m.,C,10.5
2021-05-23, 5:01:00 a.m.,C,10.5
2021-05-23, 6:01:00 a.m.,C,10.5
2021-05-23, 7:01:00 a.m.,C,10.5
2021-05-23, 8:01:00 a.m.,C,11
2021-05-23, 9:01:00 a.m.,C,11
2021-05-23, 10:01:00 a.m.,C,14.5
2021-05-23, 11:01:00 a.m.,C,16
2021-05-23, 12:01:00 p.m.,C,10.5
2021-05-23, 1:01:00 p.m.,C,10.5
2021-05-23, 2:01:00 p.m.,C,10.5
2021-05-23, 3:01:00 p.m.,C,10.5
2021-05-23, 4:01:00 p.m.,C,11
2021-05-23, 5:01:00 p.m.,C,11
2021-05-23, 6:01:00 p.m.,C,11.5
2021-05-23, 7:01:00 p.m.,C,11
2021-05-23, 8:01:00 p.m.,C,11
2021-05-23, 9:01:00 p.m.,C,11
2021-05-23, 10:01:00 p.m.,C,11
2021-05-23, 11:01:00 p.m.,C,10
2021-05-24, 12:01:00 a.m.,C,10
2021-05-24, 1:01:00 a.m.,C,10
2021-05-24, 2:01:00 a.m.,C,10
2021-05-24, 3:01:00 a.m.,C,10
2021-05-24, 4:01:00 a.m.,C,10
2021-05-24, 5:01:00 a.m.,C,10
2021-05-24, 6:01:00 a.m.,C,10
2021-05-24, 7:01:00 a.m.,C,10
2021-05-24, 8:01:00 a.m.,C,10.5
2021-05-24, 9:01:00 a.m.,C,11
2021-05-24, 10:01:00 a.m.,C,13.5
2021-05-24, 11:01:00 a.m.,C,15.5
2021-05-24, 12:01:00 p.m.,C,17
2021-05-24, 1:01:00 p.m.,C,12.5
2021-05-24, 2:01:00 p.m.,C,10
2021-05-24, 3:01:00 p.m.,C,10
2021-05-24, 4:01:00 p.m.,C,10.5
2021-05-24, 5:01:00 p.m.,C,10.5
2021-05-24, 6:01:00 p.m.,C,10.5
2021-05-24, 7:01:00 p.m.,C,11
2021-05-24, 8:01:00 p.m.,C,10.5
2021-05-24, 9:01:00 p.m.,C,10.5
2021-05-24, 10:01:00 p.m.,C,10.5
2021-05-24, 11:01:00 p.m.,C,10
2021-05-25, 12:01:00 a.m.,C,10
2021-05-25, 1:01:00 a.m.,C,10
2021-05-25, 2:01:00 a.m.,C,10
2021-05-25, 3:01:00 a.m.,C,10
2021-05-25, 4:01:00 a.m.,C,10
2021-05-25, 5:01:00 a.m.,C,10.5
2021-05-25, 6:01:00 a.m.,C,10.5
2021-05-25, 7:01:00 a.m.,C,11
2021-05-25, 8:01:00 a.m.,C,11.5
2021-05-25, 9:01:00 a.m.,C,12.5
2021-05-25, 10:01:00 a.m.,C,15
2021-05-25, 11:01:00 a.m.,C,17.5
2021-05-25, 12:01:00 p.m.,C,20
2021-05-25, 1:01:00 p.m.,C,21.5
2021-05-25, 2:01:00 p.m.,C,11.5
2021-05-25, 3:01:00 p.m.,C,10.5
2021-05-25, 4:01:00 p.m.,C,10.5
2021-05-25, 5:01:00 p.m.,C,10.5
2021-05-25, 6:01:00 p.m.,C,10.5
2021-05-25, 7:01:00 p.m.,C,10.5
2021-05-25, 8:01:00 p.m.,C,10.5
2021-05-25, 9:01:00 p.m.,C,10.5
2021-05-25, 10:01:00 p.m.,C,10.5
2021-05-25, 11:01:00 p.m.,C,10.5
2021-05-26, 12:01:00 a.m.,C,10
2021-05-26, 1:01:00 a.m.,C,9.5
2021-05-26, 2:01:00 a.m.,C,9.5
2021-05-26, 3:01:00 a.m.,C,9.5
2021-05-26, 4:01:00 a.m.,C,9.5
2021-05-26, 5:01:00 a.m.,C,9.5
2021-05-26, 6:01:00 a.m.,C,9.5
2021-05-26, 7:01:00 a.m.,C,10
2021-05-26, 8:01:00 a.m.,C,10.5
2021-05-26, 9:01:00 a.m.,C,11.5
2021-05-26, 10:01:00 a.m.,C,13.5
2021-05-26, 11:01:00 a.m.,C,15.5
2021-05-26, 12:01:00 p.m.,C,17
2021-05-26, 1:01:00 p.m.,C,18
2021-05-26, 2:01:00 p.m.,C,18
2021-05-26, 3:01:00 p.m.,C,10.5
2021-05-26, 4:01:00 p.m.,C,10
2021-05-26, 5:01:00 p.m.,C,10
2021-05-26, 6:01:00 p.m.,C,10
2021-05-26, 7:01:00 p.m.,C,10
2021-05-26, 8:01:00 p.m.,C,10.5
2021-05-26, 9:01:00 p.m.,C,10
2021-05-26, 10:01:00 p.m.,C,10
2021-05-26, 11:01:00 p.m.,C,10
2021-05-27, 12:01:00 a.m.,C,9.5
2021-05-27, 1:01:00 a.m.,C,9.5
2021-05-27, 2:01:00 a.m.,C,9.5
2021-05-27, 3:01:00 a.m.,C,9.5
2021-05-27, 4:01:00 a.m.,C,9.5
2021-05-27, 5:01:00 a.m.,C,9.5
2021-05-27, 6:01:00 a.m.,C,9.5
2021-05-27, 7:01:00 a.m.,C,10
2021-05-27, 8:01:00 a.m.,C,11
2021-05-27, 9:01:00 a.m.,C,12.5
2021-05-27, 10:01:00 a.m.,C,15.5
2021-05-27, 11:01:00 a.m.,C,15.5
2021-05-27, 12:01:00 p.m.,C,18.5
2021-05-27, 1:01:00 p.m.,C,14.5
2021-05-27, 2:01:00 p.m.,C,14.5
2021-05-27, 3:01:00 p.m.,C,14.5
2021-05-27, 4:01:00 p.m.,C,10
2021-05-27, 5:01:00 p.m.,C,10
2021-05-27, 6:01:00 p.m.,C,10
2021-05-27, 7:01:00 p.m.,C,9.5
2021-05-27, 8:01:00 p.m.,C,9.5
2021-05-27, 9:01:00 p.m.,C,10
2021-05-27, 10:01:00 p.m.,C,10
2021-05-27, 11:01:00 p.m.,C,9.5
2021-05-28, 12:01:00 a.m.,C,10
2021-05-28, 1:01:00 a.m.,C,9.5
2021-05-28, 2:01:00 a.m.,C,9.5
2021-05-28, 3:01:00 a.m.,C,9.5
2021-05-28, 4:01:00 a.m.,C,9.5
2021-05-28, 5:01:00 a.m.,C,9.5
2021-05-28, 6:01:00 a.m.,C,9.5
2021-05-28, 7:01:00 a.m.,C,9.5
2021-05-28, 8:01:00 a.m.,C,9
2021-05-28, 9:01:00 a.m.,C,10.5
2021-05-28, 10:01:00 a.m.,C,13
2021-05-28, 11:01:00 a.m.,C,15
2021-05-28, 12:01:00 p.m.,C,17
2021-05-28, 1:01:00 p.m.,C,19
2021-05-28, 2:01:00 p.m.,C,20
2021-05-28, 3:01:00 p.m.,C,20
2021-05-28, 4:01:00 p.m.,C,18
2021-05-28, 5:01:00 p.m.,C,10
2021-05-28, 6:01:00 p.m.,C,10
2021-05-28, 7:01:00 p.m.,C,10
2021-05-28, 8:01:00 p.m.,C,9.5
2021-05-28, 9:01:00 p.m.,C,10
2021-05-28, 10:01:00 p.m.,C,10
2021-05-28, 11:01:00 p.m.,C,10
2021-05-29, 12:01:00 a.m.,C,10
2021-05-29, 1:01:00 a.m.,C,9.5
2021-05-29, 2:01:00 a.m.,C,9.5
2021-05-29, 3:01:00 a.m.,C,9.5
2021-05-29, 4:01:00 a.m.,C,9.5
2021-05-29, 5:01:00 a.m.,C,9.5
2021-05-29, 6:01:00 a.m.,C,9.5
2021-05-29, 7:01:00 a.m.,C,9.5
2021-05-29, 8:01:00 a.m.,C,9.5
2021-05-29, 9:01:00 a.m.,C,11
2021-05-29, 10:01:00 a.m.,C,15
2021-05-29, 11:01:00 a.m.,C,18.5
2021-05-29, 12:01:00 p.m.,C,22
2021-05-29, 1:01:00 p.m.,C,24
2021-05-29, 2:01:00 p.m.,C,26.5
2021-05-29, 3:01:00 p.m.,C,28.5
2021-05-29, 4:01:00 p.m.,C,29.5
2021-05-29, 5:01:00 p.m.,C,27
2021-05-29, 6:01:00 p.m.,C,10.5
2021-05-29, 7:01:00 p.m.,C,10.5
2021-05-29, 8:01:00 p.m.,C,10
2021-05-29, 9:01:00 p.m.,C,10
2021-05-29, 10:01:00 p.m.,C,10
2021-05-29, 11:01:00 p.m.,C,10.5
2021-05-30, 12:01:00 a.m.,C,10
2021-05-30, 1:01:00 a.m.,C,10
2021-05-30, 2:01:00 a.m.,C,10
2021-05-30, 3:01:00 a.m.,C,10
2021-05-30, 4:01:00 a.m.,C,9.5
2021-05-30, 5:01:00 a.m.,C,9.5
2021-05-30, 6:01:00 a.m.,C,9.5
2021-05-30, 7:01:00 a.m.,C,10
2021-05-30, 8:01:00 a.m.,C,9.5
2021-05-30, 9:01:00 a.m.,C,12
2021-05-30, 10:01:00 a.m.,C,14
2021-05-30, 11:01:00 a.m.,C,13.5
2021-05-30, 12:01:00 p.m.,C,15.5
2021-05-30, 1:01:00 p.m.,C,18.5
2021-05-30, 2:01:00 p.m.,C,22
2021-05-30, 3:01:00 p.m.,C,23.5
2021-05-30, 4:01:00 p.m.,C,21.5
2021-05-30, 5:01:00 p.m.,C,22
2021-05-30, 6:01:00 p.m.,C,21
2021-05-30, 7:01:00 p.m.,C,10.5
2021-05-30, 8:01:00 p.m.,C,10
2021-05-30, 9:01:00 p.m.,C,10
2021-05-30, 10:01:00 p.m.,C,10
2021-05-30, 11:01:00 p.m.,C,10
2021-05-31, 12:01:00 a.m.,C,10
2021-05-31, 1:01:00 a.m.,C,10
2021-05-31, 2:01:00 a.m.,C,10
2021-05-31, 3:01:00 a.m.,C,10
2021-05-31, 4:01:00 a.m.,C,10
2021-05-31, 5:01:00 a.m.,C,9.5
2021-05-31, 6:01:00 a.m.,C,9.5
2021-05-31, 7:01:00 a.m.,C,9.5
2021-05-31, 8:01:00 a.m.,C,10
2021-05-31, 9:01:00 a.m.,C,10
2021-05-31, 10:01:00 a.m.,C,15.5
2021-05-31, 11:01:00 a.m.,C,18
2021-05-31, 12:01:00 p.m.,C,20
2021-05-31, 1:01:00 p.m.,C,22.5
2021-05-31, 2:01:00 p.m.,C,24.5
2021-05-31, 3:01:00 p.m.,C,27
2021-05-31, 4:01:00 p.m.,C,27
