1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: EB00000051023021
Is Mission Active?  true
Mission Start:  Fri Apr 16 13:01:00 PDT 2021
Sample Rate:  Every 60 minute(s)
Number of Mission Samples:  1969
Total Samples:  16435
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
2021-05-31, 5:01:00 p.m.,C,27.5
2021-05-31, 6:01:00 p.m.,C,25
2021-05-31, 7:01:00 p.m.,C,11.5
2021-05-31, 8:01:00 p.m.,C,10.5
2021-05-31, 9:01:00 p.m.,C,10.5
2021-05-31, 10:01:00 p.m.,C,10
2021-05-31, 11:01:00 p.m.,C,10
2021-06-01, 12:01:00 a.m.,C,10.5
2021-06-01, 1:01:00 a.m.,C,10.5
2021-06-01, 2:01:00 a.m.,C,10
2021-06-01, 3:01:00 a.m.,C,10
2021-06-01, 4:01:00 a.m.,C,10
2021-06-01, 5:01:00 a.m.,C,10
2021-06-01, 6:01:00 a.m.,C,10
2021-06-01, 7:01:00 a.m.,C,10
2021-06-01, 8:01:00 a.m.,C,10
2021-06-01, 9:01:00 a.m.,C,10.5
2021-06-01, 10:01:00 a.m.,C,10.5
2021-06-01, 11:01:00 a.m.,C,18.5
2021-06-01, 12:01:00 p.m.,C,23.5
2021-06-01, 1:01:00 p.m.,C,27
2021-06-01, 2:01:00 p.m.,C,26
2021-06-01, 3:01:00 p.m.,C,28.5
2021-06-01, 4:01:00 p.m.,C,29
2021-06-01, 5:01:00 p.m.,C,28
2021-06-01, 6:01:00 p.m.,C,28
2021-06-01, 7:01:00 p.m.,C,18.5
2021-06-01, 8:01:00 p.m.,C,11
2021-06-01, 9:01:00 p.m.,C,10.5
2021-06-01, 10:01:00 p.m.,C,10.5
2021-06-01, 11:01:00 p.m.,C,10.5
2021-06-02, 12:01:00 a.m.,C,10.5
2021-06-02, 1:01:00 a.m.,C,10.5
2021-06-02, 2:01:00 a.m.,C,10.5
2021-06-02, 3:01:00 a.m.,C,10.5
2021-06-02, 4:01:00 a.m.,C,10.5
2021-06-02, 5:01:00 a.m.,C,10.5
2021-06-02, 6:01:00 a.m.,C,10.5
2021-06-02, 7:01:00 a.m.,C,10.5
2021-06-02, 8:01:00 a.m.,C,10.5
2021-06-02, 9:01:00 a.m.,C,10.5
2021-06-02, 10:01:00 a.m.,C,10
2021-06-02, 11:01:00 a.m.,C,10
2021-06-02, 12:01:00 p.m.,C,13.5
2021-06-02, 1:01:00 p.m.,C,16
2021-06-02, 2:01:00 p.m.,C,18.5
2021-06-02, 3:01:00 p.m.,C,21
2021-06-02, 4:01:00 p.m.,C,22
2021-06-02, 5:01:00 p.m.,C,23
2021-06-02, 6:01:00 p.m.,C,19
2021-06-02, 7:01:00 p.m.,C,12
2021-06-02, 8:01:00 p.m.,C,11
2021-06-02, 9:01:00 p.m.,C,10.5
2021-06-02, 10:01:00 p.m.,C,10.5
2021-06-02, 11:01:00 p.m.,C,10
2021-06-03, 12:01:00 a.m.,C,10
2021-06-03, 1:01:00 a.m.,C,10
2021-06-03, 2:01:00 a.m.,C,10
2021-06-03, 3:01:00 a.m.,C,10
2021-06-03, 4:01:00 a.m.,C,10.5
2021-06-03, 5:01:00 a.m.,C,10
2021-06-03, 6:01:00 a.m.,C,10
2021-06-03, 7:01:00 a.m.,C,10.5
2021-06-03, 8:01:00 a.m.,C,10.5
2021-06-03, 9:01:00 a.m.,C,11
2021-06-03, 10:01:00 a.m.,C,11
2021-06-03, 11:01:00 a.m.,C,10.5
2021-06-03, 12:01:00 p.m.,C,12
2021-06-03, 1:01:00 p.m.,C,12.5
2021-06-03, 2:01:00 p.m.,C,14.5
2021-06-03, 3:01:00 p.m.,C,14
2021-06-03, 4:01:00 p.m.,C,14
2021-06-03, 5:01:00 p.m.,C,14
2021-06-03, 6:01:00 p.m.,C,12
2021-06-03, 7:01:00 p.m.,C,11
2021-06-03, 8:01:00 p.m.,C,11
2021-06-03, 9:01:00 p.m.,C,11
2021-06-03, 10:01:00 p.m.,C,11
2021-06-03, 11:01:00 p.m.,C,10.5
2021-06-04, 12:01:00 a.m.,C,10
2021-06-04, 1:01:00 a.m.,C,10
2021-06-04, 2:01:00 a.m.,C,10
2021-06-04, 3:01:00 a.m.,C,10
2021-06-04, 4:01:00 a.m.,C,10
2021-06-04, 5:01:00 a.m.,C,10
2021-06-04, 6:01:00 a.m.,C,10
2021-06-04, 7:01:00 a.m.,C,10
2021-06-04, 8:01:00 a.m.,C,10.5
2021-06-04, 9:01:00 a.m.,C,11
2021-06-04, 10:01:00 a.m.,C,12.5
2021-06-04, 11:01:00 a.m.,C,11
2021-06-04, 12:01:00 p.m.,C,11
2021-06-04, 1:01:00 p.m.,C,11
2021-06-04, 2:01:00 p.m.,C,11
2021-06-04, 3:01:00 p.m.,C,13
2021-06-04, 4:01:00 p.m.,C,12.5
2021-06-04, 5:01:00 p.m.,C,14.5
2021-06-04, 6:01:00 p.m.,C,14
2021-06-04, 7:01:00 p.m.,C,11.5
2021-06-04, 8:01:00 p.m.,C,11
2021-06-04, 9:01:00 p.m.,C,10.5
2021-06-04, 10:01:00 p.m.,C,10.5
2021-06-04, 11:01:00 p.m.,C,10.5
2021-06-05, 12:01:00 a.m.,C,10
2021-06-05, 1:01:00 a.m.,C,10
2021-06-05, 2:01:00 a.m.,C,10.5
2021-06-05, 3:01:00 a.m.,C,10.5
2021-06-05, 4:01:00 a.m.,C,10.5
2021-06-05, 5:01:00 a.m.,C,10
2021-06-05, 6:01:00 a.m.,C,10.5
2021-06-05, 7:01:00 a.m.,C,10.5
2021-06-05, 8:01:00 a.m.,C,10.5
2021-06-05, 9:01:00 a.m.,C,11
2021-06-05, 10:01:00 a.m.,C,11
2021-06-05, 11:01:00 a.m.,C,10.5
2021-06-05, 12:01:00 p.m.,C,10.5
2021-06-05, 1:01:00 p.m.,C,10.5
2021-06-05, 2:01:00 p.m.,C,10.5
2021-06-05, 3:01:00 p.m.,C,10.5
2021-06-05, 4:01:00 p.m.,C,11
2021-06-05, 5:01:00 p.m.,C,11
2021-06-05, 6:01:00 p.m.,C,11
2021-06-05, 7:01:00 p.m.,C,10.5
2021-06-05, 8:01:00 p.m.,C,10.5
2021-06-05, 9:01:00 p.m.,C,10.5
2021-06-05, 10:01:00 p.m.,C,10.5
2021-06-05, 11:01:00 p.m.,C,10.5
2021-06-06, 12:01:00 a.m.,C,10.5
2021-06-06, 1:01:00 a.m.,C,10
2021-06-06, 2:01:00 a.m.,C,10
2021-06-06, 3:01:00 a.m.,C,10
2021-06-06, 4:01:00 a.m.,C,10
2021-06-06, 5:01:00 a.m.,C,9.5
2021-06-06, 6:01:00 a.m.,C,9.5
2021-06-06, 7:01:00 a.m.,C,10
2021-06-06, 8:01:00 a.m.,C,10.5
2021-06-06, 9:01:00 a.m.,C,11
2021-06-06, 10:01:00 a.m.,C,11.5
2021-06-06, 11:01:00 a.m.,C,13
2021-06-06, 12:01:00 p.m.,C,12.5
2021-06-06, 1:01:00 p.m.,C,10.5
2021-06-06, 2:01:00 p.m.,C,10.5
2021-06-06, 3:01:00 p.m.,C,10.5
2021-06-06, 4:01:00 p.m.,C,10.5
2021-06-06, 5:01:00 p.m.,C,10.5
2021-06-06, 6:01:00 p.m.,C,10.5
2021-06-06, 7:01:00 p.m.,C,10.5
2021-06-06, 8:01:00 p.m.,C,10.5
2021-06-06, 9:01:00 p.m.,C,10.5
2021-06-06, 10:01:00 p.m.,C,10.5
2021-06-06, 11:01:00 p.m.,C,10
2021-06-07, 12:01:00 a.m.,C,10
2021-06-07, 1:01:00 a.m.,C,10
2021-06-07, 2:01:00 a.m.,C,10
2021-06-07, 3:01:00 a.m.,C,10
2021-06-07, 4:01:00 a.m.,C,10
2021-06-07, 5:01:00 a.m.,C,10
2021-06-07, 6:01:00 a.m.,C,8.5
2021-06-07, 7:01:00 a.m.,C,8.5
2021-06-07, 8:01:00 a.m.,C,9
2021-06-07, 9:01:00 a.m.,C,10.5
2021-06-07, 10:01:00 a.m.,C,16
2021-06-07, 11:01:00 a.m.,C,19.5
2021-06-07, 12:01:00 p.m.,C,22
2021-06-07, 1:01:00 p.m.,C,17.5
2021-06-07, 2:01:00 p.m.,C,11.5
2021-06-07, 3:01:00 p.m.,C,11.5
2021-06-07, 4:01:00 p.m.,C,11.5
2021-06-07, 5:01:00 p.m.,C,11.5
2021-06-07, 6:01:00 p.m.,C,12
2021-06-07, 7:01:00 p.m.,C,11.5
2021-06-07, 8:01:00 p.m.,C,11.5
2021-06-07, 9:01:00 p.m.,C,11
2021-06-07, 10:01:00 p.m.,C,10.5
2021-06-07, 11:01:00 p.m.,C,10.5
2021-06-08, 12:01:00 a.m.,C,10.5
2021-06-08, 1:01:00 a.m.,C,10.5
2021-06-08, 2:01:00 a.m.,C,10
2021-06-08, 3:01:00 a.m.,C,10
2021-06-08, 4:01:00 a.m.,C,10
2021-06-08, 5:01:00 a.m.,C,10
2021-06-08, 6:01:00 a.m.,C,9
2021-06-08, 7:01:00 a.m.,C,9.5
2021-06-08, 8:01:00 a.m.,C,10
2021-06-08, 9:01:00 a.m.,C,11
2021-06-08, 10:01:00 a.m.,C,16.5
2021-06-08, 11:01:00 a.m.,C,19
2021-06-08, 12:01:00 p.m.,C,21
2021-06-08, 1:01:00 p.m.,C,24.5
2021-06-08, 2:01:00 p.m.,C,12.5
2021-06-08, 3:01:00 p.m.,C,11
2021-06-08, 4:01:00 p.m.,C,11
2021-06-08, 5:01:00 p.m.,C,11
2021-06-08, 6:01:00 p.m.,C,10.5
2021-06-08, 7:01:00 p.m.,C,11
2021-06-08, 8:01:00 p.m.,C,11
2021-06-08, 9:01:00 p.m.,C,11
2021-06-08, 10:01:00 p.m.,C,11
2021-06-08, 11:01:00 p.m.,C,10.5
2021-06-09, 12:01:00 a.m.,C,11
2021-06-09, 1:01:00 a.m.,C,10.5
2021-06-09, 2:01:00 a.m.,C,10.5
2021-06-09, 3:01:00 a.m.,C,10.5
2021-06-09, 4:01:00 a.m.,C,10
2021-06-09, 5:01:00 a.m.,C,10
2021-06-09, 6:01:00 a.m.,C,9.5
2021-06-09, 7:01:00 a.m.,C,9.5
2021-06-09, 8:01:00 a.m.,C,10
2021-06-09, 9:01:00 a.m.,C,11
2021-06-09, 10:01:00 a.m.,C,16
2021-06-09, 11:01:00 a.m.,C,20
2021-06-09, 12:01:00 p.m.,C,23
2021-06-09, 1:01:00 p.m.,C,25
2021-06-09, 2:01:00 p.m.,C,26
2021-06-09, 3:01:00 p.m.,C,11
2021-06-09, 4:01:00 p.m.,C,11
2021-06-09, 5:01:00 p.m.,C,11
2021-06-09, 6:01:00 p.m.,C,10.5
2021-06-09, 7:01:00 p.m.,C,11
2021-06-09, 8:01:00 p.m.,C,10.5
2021-06-09, 9:01:00 p.m.,C,11
2021-06-09, 10:01:00 p.m.,C,11
2021-06-09, 11:01:00 p.m.,C,10.5
2021-06-10, 12:01:00 a.m.,C,10.5
2021-06-10, 1:01:00 a.m.,C,10.5
2021-06-10, 2:01:00 a.m.,C,10.5
2021-06-10, 3:01:00 a.m.,C,10.5
2021-06-10, 4:01:00 a.m.,C,10
2021-06-10, 5:01:00 a.m.,C,10
2021-06-10, 6:01:00 a.m.,C,10
2021-06-10, 7:01:00 a.m.,C,10.5
2021-06-10, 8:01:00 a.m.,C,11.5
2021-06-10, 9:01:00 a.m.,C,11.5
2021-06-10, 10:01:00 a.m.,C,15.5
2021-06-10, 11:01:00 a.m.,C,19
2021-06-10, 12:01:00 p.m.,C,20.5
2021-06-10, 1:01:00 p.m.,C,24
2021-06-10, 2:01:00 p.m.,C,26.5
2021-06-10, 3:01:00 p.m.,C,22
2021-06-10, 4:01:00 p.m.,C,11
2021-06-10, 5:01:00 p.m.,C,11
2021-06-10, 6:01:00 p.m.,C,10.5
2021-06-10, 7:01:00 p.m.,C,10.5
2021-06-10, 8:01:00 p.m.,C,11
2021-06-10, 9:01:00 p.m.,C,10.5
2021-06-10, 10:01:00 p.m.,C,10.5
2021-06-10, 11:01:00 p.m.,C,10.5
2021-06-11, 12:01:00 a.m.,C,10
2021-06-11, 1:01:00 a.m.,C,10.5
2021-06-11, 2:01:00 a.m.,C,10
2021-06-11, 3:01:00 a.m.,C,10
2021-06-11, 4:01:00 a.m.,C,10
2021-06-11, 5:01:00 a.m.,C,10
2021-06-11, 6:01:00 a.m.,C,10
2021-06-11, 7:01:00 a.m.,C,10.5
2021-06-11, 8:01:00 a.m.,C,12
2021-06-11, 9:01:00 a.m.,C,13
2021-06-11, 10:01:00 a.m.,C,15.5
2021-06-11, 11:01:00 a.m.,C,17.5
2021-06-11, 12:01:00 p.m.,C,16
2021-06-11, 1:01:00 p.m.,C,13
2021-06-11, 2:01:00 p.m.,C,11
2021-06-11, 3:01:00 p.m.,C,13
2021-06-11, 4:01:00 p.m.,C,10
2021-06-11, 5:01:00 p.m.,C,10.5
2021-06-11, 6:01:00 p.m.,C,10.5
2021-06-11, 7:01:00 p.m.,C,10
2021-06-11, 8:01:00 p.m.,C,10
2021-06-11, 9:01:00 p.m.,C,10.5
2021-06-11, 10:01:00 p.m.,C,10
2021-06-11, 11:01:00 p.m.,C,10
2021-06-12, 12:01:00 a.m.,C,10
2021-06-12, 1:01:00 a.m.,C,10
2021-06-12, 2:01:00 a.m.,C,10
2021-06-12, 3:01:00 a.m.,C,10
2021-06-12, 4:01:00 a.m.,C,10
2021-06-12, 5:01:00 a.m.,C,10
2021-06-12, 6:01:00 a.m.,C,10
2021-06-12, 7:01:00 a.m.,C,10
2021-06-12, 8:01:00 a.m.,C,12
2021-06-12, 9:01:00 a.m.,C,13.5
2021-06-12, 10:01:00 a.m.,C,18
2021-06-12, 11:01:00 a.m.,C,21.5
2021-06-12, 12:01:00 p.m.,C,25
2021-06-12, 1:01:00 p.m.,C,28.5
2021-06-12, 2:01:00 p.m.,C,29.5
2021-06-12, 3:01:00 p.m.,C,28
2021-06-12, 4:01:00 p.m.,C,12
2021-06-12, 5:01:00 p.m.,C,10.5
2021-06-12, 6:01:00 p.m.,C,10.5
2021-06-12, 7:01:00 p.m.,C,10.5
2021-06-12, 8:01:00 p.m.,C,10.5
2021-06-12, 9:01:00 p.m.,C,10.5
2021-06-12, 10:01:00 p.m.,C,10.5
2021-06-12, 11:01:00 p.m.,C,10.5
2021-06-13, 12:01:00 a.m.,C,10.5
2021-06-13, 1:01:00 a.m.,C,10
2021-06-13, 2:01:00 a.m.,C,10
2021-06-13, 3:01:00 a.m.,C,10
2021-06-13, 4:01:00 a.m.,C,10
2021-06-13, 5:01:00 a.m.,C,10
2021-06-13, 6:01:00 a.m.,C,10
2021-06-13, 7:01:00 a.m.,C,10
2021-06-13, 8:01:00 a.m.,C,10
2021-06-13, 9:01:00 a.m.,C,12
2021-06-13, 10:01:00 a.m.,C,14
2021-06-13, 11:01:00 a.m.,C,19.5
2021-06-13, 12:01:00 p.m.,C,19.5
2021-06-13, 1:01:00 p.m.,C,18.5
2021-06-13, 2:01:00 p.m.,C,16
2021-06-13, 3:01:00 p.m.,C,15
2021-06-13, 4:01:00 p.m.,C,15.5
2021-06-13, 5:01:00 p.m.,C,10
2021-06-13, 6:01:00 p.m.,C,10.5
2021-06-13, 7:01:00 p.m.,C,10
2021-06-13, 8:01:00 p.m.,C,10
2021-06-13, 9:01:00 p.m.,C,10
2021-06-13, 10:01:00 p.m.,C,10
2021-06-13, 11:01:00 p.m.,C,10.5
2021-06-14, 12:01:00 a.m.,C,10
2021-06-14, 1:01:00 a.m.,C,10
2021-06-14, 2:01:00 a.m.,C,10
2021-06-14, 3:01:00 a.m.,C,10
2021-06-14, 4:01:00 a.m.,C,10
2021-06-14, 5:01:00 a.m.,C,10
2021-06-14, 6:01:00 a.m.,C,10
2021-06-14, 7:01:00 a.m.,C,10
2021-06-14, 8:01:00 a.m.,C,10
2021-06-14, 9:01:00 a.m.,C,12.5
2021-06-14, 10:01:00 a.m.,C,15
2021-06-14, 11:01:00 a.m.,C,16.5
2021-06-14, 12:01:00 p.m.,C,17
2021-06-14, 1:01:00 p.m.,C,19
2021-06-14, 2:01:00 p.m.,C,22.5
2021-06-14, 3:01:00 p.m.,C,27
2021-06-14, 4:01:00 p.m.,C,26
2021-06-14, 5:01:00 p.m.,C,25.5
2021-06-14, 6:01:00 p.m.,C,11
2021-06-14, 7:01:00 p.m.,C,10.5
2021-06-14, 8:01:00 p.m.,C,10.5
2021-06-14, 9:01:00 p.m.,C,10.5
2021-06-14, 10:01:00 p.m.,C,10
2021-06-14, 11:01:00 p.m.,C,10.5
2021-06-15, 12:01:00 a.m.,C,10.5
2021-06-15, 1:01:00 a.m.,C,10.5
2021-06-15, 2:01:00 a.m.,C,10.5
2021-06-15, 3:01:00 a.m.,C,10.5
2021-06-15, 4:01:00 a.m.,C,10
2021-06-15, 5:01:00 a.m.,C,10
2021-06-15, 6:01:00 a.m.,C,10
2021-06-15, 7:01:00 a.m.,C,10.5
2021-06-15, 8:01:00 a.m.,C,10
2021-06-15, 9:01:00 a.m.,C,11.5
2021-06-15, 10:01:00 a.m.,C,18
2021-06-15, 11:01:00 a.m.,C,22
2021-06-15, 12:01:00 p.m.,C,23
2021-06-15, 1:01:00 p.m.,C,25
2021-06-15, 2:01:00 p.m.,C,28
2021-06-15, 3:01:00 p.m.,C,29.5
2021-06-15, 4:01:00 p.m.,C,28
2021-06-15, 5:01:00 p.m.,C,24.5
2021-06-15, 6:01:00 p.m.,C,13
2021-06-15, 7:01:00 p.m.,C,11
2021-06-15, 8:01:00 p.m.,C,10.5
2021-06-15, 9:01:00 p.m.,C,10.5
2021-06-15, 10:01:00 p.m.,C,10.5
2021-06-15, 11:01:00 p.m.,C,10.5
2021-06-16, 12:01:00 a.m.,C,10.5
2021-06-16, 1:01:00 a.m.,C,10.5
2021-06-16, 2:01:00 a.m.,C,10.5
2021-06-16, 3:01:00 a.m.,C,10.5
2021-06-16, 4:01:00 a.m.,C,10.5
2021-06-16, 5:01:00 a.m.,C,10.5
2021-06-16, 6:01:00 a.m.,C,10.5
2021-06-16, 7:01:00 a.m.,C,10.5
2021-06-16, 8:01:00 a.m.,C,10.5
2021-06-16, 9:01:00 a.m.,C,11
2021-06-16, 10:01:00 a.m.,C,16.5
2021-06-16, 11:01:00 a.m.,C,19.5
2021-06-16, 12:01:00 p.m.,C,21.5
2021-06-16, 1:01:00 p.m.,C,25
2021-06-16, 2:01:00 p.m.,C,28
2021-06-16, 3:01:00 p.m.,C,28.5
2021-06-16, 4:01:00 p.m.,C,28.5
2021-06-16, 5:01:00 p.m.,C,29
2021-06-16, 6:01:00 p.m.,C,27.5
2021-06-16, 7:01:00 p.m.,C,11.5
2021-06-16, 8:01:00 p.m.,C,11
2021-06-16, 9:01:00 p.m.,C,10.5
2021-06-16, 10:01:00 p.m.,C,10.5
2021-06-16, 11:01:00 p.m.,C,10.5
2021-06-17, 12:01:00 a.m.,C,11
2021-06-17, 1:01:00 a.m.,C,10.5
2021-06-17, 2:01:00 a.m.,C,10.5
2021-06-17, 3:01:00 a.m.,C,10.5
2021-06-17, 4:01:00 a.m.,C,10.5
2021-06-17, 5:01:00 a.m.,C,10.5
2021-06-17, 6:01:00 a.m.,C,10.5
2021-06-17, 7:01:00 a.m.,C,10.5
2021-06-17, 8:01:00 a.m.,C,10.5
2021-06-17, 9:01:00 a.m.,C,11
2021-06-17, 10:01:00 a.m.,C,15
2021-06-17, 11:01:00 a.m.,C,21
2021-06-17, 12:01:00 p.m.,C,24
2021-06-17, 1:01:00 p.m.,C,26.5
2021-06-17, 2:01:00 p.m.,C,27
2021-06-17, 3:01:00 p.m.,C,27
2021-06-17, 4:01:00 p.m.,C,26.5
2021-06-17, 5:01:00 p.m.,C,23
2021-06-17, 6:01:00 p.m.,C,22.5
2021-06-17, 7:01:00 p.m.,C,11
2021-06-17, 8:01:00 p.m.,C,10.5
2021-06-17, 9:01:00 p.m.,C,10.5
2021-06-17, 10:01:00 p.m.,C,10.5
2021-06-17, 11:01:00 p.m.,C,10.5
2021-06-18, 12:01:00 a.m.,C,10.5
2021-06-18, 1:01:00 a.m.,C,10.5
2021-06-18, 2:01:00 a.m.,C,10.5
2021-06-18, 3:01:00 a.m.,C,10.5
2021-06-18, 4:01:00 a.m.,C,10.5
2021-06-18, 5:01:00 a.m.,C,10.5
2021-06-18, 6:01:00 a.m.,C,10.5
2021-06-18, 7:01:00 a.m.,C,10.5
2021-06-18, 8:01:00 a.m.,C,10.5
2021-06-18, 9:01:00 a.m.,C,11
2021-06-18, 10:01:00 a.m.,C,10.5
2021-06-18, 11:01:00 a.m.,C,11
2021-06-18, 12:01:00 p.m.,C,15
2021-06-18, 1:01:00 p.m.,C,19
2021-06-18, 2:01:00 p.m.,C,21
2021-06-18, 3:01:00 p.m.,C,20.5
2021-06-18, 4:01:00 p.m.,C,21.5
2021-06-18, 5:01:00 p.m.,C,21
2021-06-18, 6:01:00 p.m.,C,14
2021-06-18, 7:01:00 p.m.,C,12
2021-06-18, 8:01:00 p.m.,C,11
2021-06-18, 9:01:00 p.m.,C,10.5
2021-06-18, 10:01:00 p.m.,C,10
2021-06-18, 11:01:00 p.m.,C,10
2021-06-19, 12:01:00 a.m.,C,10
2021-06-19, 1:01:00 a.m.,C,10
2021-06-19, 2:01:00 a.m.,C,10.5
2021-06-19, 3:01:00 a.m.,C,10.5
2021-06-19, 4:01:00 a.m.,C,10.5
2021-06-19, 5:01:00 a.m.,C,10.5
2021-06-19, 6:01:00 a.m.,C,10.5
2021-06-19, 7:01:00 a.m.,C,10.5
2021-06-19, 8:01:00 a.m.,C,11
2021-06-19, 9:01:00 a.m.,C,12
2021-06-19, 10:01:00 a.m.,C,11.5
2021-06-19, 11:01:00 a.m.,C,11.5
2021-06-19, 12:01:00 p.m.,C,12
2021-06-19, 1:01:00 p.m.,C,15.5
2021-06-19, 2:01:00 p.m.,C,16
2021-06-19, 3:01:00 p.m.,C,18
2021-06-19, 4:01:00 p.m.,C,15.5
2021-06-19, 5:01:00 p.m.,C,15.5
2021-06-19, 6:01:00 p.m.,C,12
2021-06-19, 7:01:00 p.m.,C,11.5
2021-06-19, 8:01:00 p.m.,C,11.5
2021-06-19, 9:01:00 p.m.,C,11
2021-06-19, 10:01:00 p.m.,C,10.5
2021-06-19, 11:01:00 p.m.,C,10.5
2021-06-20, 12:01:00 a.m.,C,10.5
2021-06-20, 1:01:00 a.m.,C,10.5
2021-06-20, 2:01:00 a.m.,C,10.5
2021-06-20, 3:01:00 a.m.,C,10.5
2021-06-20, 4:01:00 a.m.,C,10
2021-06-20, 5:01:00 a.m.,C,10
2021-06-20, 6:01:00 a.m.,C,10
2021-06-20, 7:01:00 a.m.,C,10.5
2021-06-20, 8:01:00 a.m.,C,11
2021-06-20, 9:01:00 a.m.,C,12
2021-06-20, 10:01:00 a.m.,C,17.5
2021-06-20, 11:01:00 a.m.,C,21.5
2021-06-20, 12:01:00 p.m.,C,18
2021-06-20, 1:01:00 p.m.,C,14.5
2021-06-20, 2:01:00 p.m.,C,14
2021-06-20, 3:01:00 p.m.,C,14.5
2021-06-20, 4:01:00 p.m.,C,12.5
2021-06-20, 5:01:00 p.m.,C,12.5
2021-06-20, 6:01:00 p.m.,C,12.5
2021-06-20, 7:01:00 p.m.,C,12
2021-06-20, 8:01:00 p.m.,C,12
2021-06-20, 9:01:00 p.m.,C,12
2021-06-20, 10:01:00 p.m.,C,11.5
2021-06-20, 11:01:00 p.m.,C,10.5
2021-06-21, 12:01:00 a.m.,C,10.5
2021-06-21, 1:01:00 a.m.,C,10.5
2021-06-21, 2:01:00 a.m.,C,10.5
2021-06-21, 3:01:00 a.m.,C,10.5
2021-06-21, 4:01:00 a.m.,C,10.5
2021-06-21, 5:01:00 a.m.,C,10.5
2021-06-21, 6:01:00 a.m.,C,10.5
2021-06-21, 7:01:00 a.m.,C,11
2021-06-21, 8:01:00 a.m.,C,11.5
2021-06-21, 9:01:00 a.m.,C,13
2021-06-21, 10:01:00 a.m.,C,17.5
2021-06-21, 11:01:00 a.m.,C,20
2021-06-21, 12:01:00 p.m.,C,22
2021-06-21, 1:01:00 p.m.,C,12
2021-06-21, 2:01:00 p.m.,C,11.5
2021-06-21, 3:01:00 p.m.,C,11.5
2021-06-21, 4:01:00 p.m.,C,11.5
2021-06-21, 5:01:00 p.m.,C,11.5
2021-06-21, 6:01:00 p.m.,C,12
2021-06-21, 7:01:00 p.m.,C,12
2021-06-21, 8:01:00 p.m.,C,11.5
2021-06-21, 9:01:00 p.m.,C,11.5
2021-06-21, 10:01:00 p.m.,C,11.5
2021-06-21, 11:01:00 p.m.,C,11
2021-06-22, 12:01:00 a.m.,C,10
2021-06-22, 1:01:00 a.m.,C,10
2021-06-22, 2:01:00 a.m.,C,10
2021-06-22, 3:01:00 a.m.,C,10
2021-06-22, 4:01:00 a.m.,C,10
2021-06-22, 5:01:00 a.m.,C,10.5
2021-06-22, 6:01:00 a.m.,C,11
2021-06-22, 7:01:00 a.m.,C,11
2021-06-22, 8:01:00 a.m.,C,12
2021-06-22, 9:01:00 a.m.,C,13
2021-06-22, 10:01:00 a.m.,C,15.5
2021-06-22, 11:01:00 a.m.,C,18
2021-06-22, 12:01:00 p.m.,C,17
2021-06-22, 1:01:00 p.m.,C,11
2021-06-22, 2:01:00 p.m.,C,11
2021-06-22, 3:01:00 p.m.,C,11
2021-06-22, 4:01:00 p.m.,C,11
2021-06-22, 5:01:00 p.m.,C,11
2021-06-22, 6:01:00 p.m.,C,11.5
2021-06-22, 7:01:00 p.m.,C,11.5
2021-06-22, 8:01:00 p.m.,C,11.5
2021-06-22, 9:01:00 p.m.,C,11.5
2021-06-22, 10:01:00 p.m.,C,11
2021-06-22, 11:01:00 p.m.,C,11.5
2021-06-23, 12:01:00 a.m.,C,11.5
2021-06-23, 1:01:00 a.m.,C,11
2021-06-23, 2:01:00 a.m.,C,10.5
2021-06-23, 3:01:00 a.m.,C,10.5
2021-06-23, 4:01:00 a.m.,C,11
2021-06-23, 5:01:00 a.m.,C,10.5
2021-06-23, 6:01:00 a.m.,C,10.5
2021-06-23, 7:01:00 a.m.,C,11
2021-06-23, 8:01:00 a.m.,C,11.5
2021-06-23, 9:01:00 a.m.,C,12.5
2021-06-23, 10:01:00 a.m.,C,17.5
2021-06-23, 11:01:00 a.m.,C,21.5
2021-06-23, 12:01:00 p.m.,C,22.5
2021-06-23, 1:01:00 p.m.,C,24
2021-06-23, 2:01:00 p.m.,C,11
2021-06-23, 3:01:00 p.m.,C,11
2021-06-23, 4:01:00 p.m.,C,11
2021-06-23, 5:01:00 p.m.,C,11
2021-06-23, 6:01:00 p.m.,C,11
2021-06-23, 7:01:00 p.m.,C,11
2021-06-23, 8:01:00 p.m.,C,11
2021-06-23, 9:01:00 p.m.,C,11
2021-06-23, 10:01:00 p.m.,C,11
2021-06-23, 11:01:00 p.m.,C,11
2021-06-24, 12:01:00 a.m.,C,10.5
2021-06-24, 1:01:00 a.m.,C,10.5
2021-06-24, 2:01:00 a.m.,C,10.5
2021-06-24, 3:01:00 a.m.,C,10.5
2021-06-24, 4:01:00 a.m.,C,10.5
2021-06-24, 5:01:00 a.m.,C,10.5
2021-06-24, 6:01:00 a.m.,C,10.5
2021-06-24, 7:01:00 a.m.,C,11
2021-06-24, 8:01:00 a.m.,C,11.5
2021-06-24, 9:01:00 a.m.,C,12
2021-06-24, 10:01:00 a.m.,C,17.5
2021-06-24, 11:01:00 a.m.,C,21
2021-06-24, 12:01:00 p.m.,C,24.5
2021-06-24, 1:01:00 p.m.,C,26.5
