date,tide_height_m,hour,site_code
2021-06-25,3.3,22,CE
2021-06-25,3.1,23,CE
2021-06-26,3,0,CE
2021-06-26,2.9,1,CE
2021-06-26,3,2,CE
2021-06-26,3.1,3,CE
2021-06-26,3.2,4,CE
2021-06-26,3.3,5,CE
2021-06-26,3.2,6,CE
2021-06-26,2.8,7,CE
2021-06-26,2.3,8,CE
2021-06-26,1.6,9,CE
2021-06-26,0.9,10,CE
2021-06-26,0.3,11,CE
2021-06-26,0,12,CE
2021-06-26,-0.1,13,CE
2021-06-26,0.1,14,CE
2021-06-26,0.6,15,CE
2021-06-26,1.2,16,CE
2021-06-26,1.9,17,CE
2021-06-26,2.5,18,CE
2021-06-26,3,19,CE
2021-06-26,3.4,20,CE
2021-06-26,3.5,21,CE
2021-06-26,3.4,22,CE
2021-06-26,3.2,23,CE
2021-06-27,3,0,CE
2021-06-27,2.9,1,CE
2021-06-27,2.8,2,CE
2021-06-27,2.9,3,CE
2021-06-27,3,4,CE
2021-06-27,3.1,5,CE
2021-06-27,3.1,6,CE
2021-06-27,3,7,CE
2021-06-27,2.7,8,CE
2021-06-27,2.1,9,CE
2021-06-27,1.5,10,CE
2021-06-27,0.9,11,CE
2021-06-27,0.4,12,CE
2021-06-27,0.1,13,CE
2021-06-27,0.1,14,CE
2021-06-27,0.4,15,CE
2021-06-27,0.9,16,CE
2021-06-27,1.4,17,CE
2021-06-27,2.1,18,CE
2021-06-27,2.7,19,CE
2021-06-27,3.1,20,CE
2021-06-27,3.4,21,CE
2021-06-27,3.5,22,CE
2021-06-27,3.4,23,CE
2021-06-28,3.2,0,CE
2021-06-28,2.9,1,CE
2021-06-28,2.8,2,CE
2021-06-28,2.7,3,CE
2021-06-28,2.7,4,CE
2021-06-28,2.8,5,CE
2021-06-28,2.9,6,CE
2021-06-28,2.9,7,CE
2021-06-28,2.8,8,CE
2021-06-28,2.5,9,CE
2021-06-28,2,10,CE
2021-06-28,1.5,11,CE
2021-06-28,0.9,12,CE
2021-06-28,0.5,13,CE
2021-06-28,0.3,14,CE
2021-06-28,0.4,15,CE
2021-06-28,0.7,16,CE
2021-06-28,1.2,17,CE
2021-06-28,1.7,18,CE
2021-06-28,2.3,19,CE
2021-06-28,2.8,20,CE
2021-06-28,3.2,21,CE
2021-06-28,3.4,22,CE
2021-06-28,3.4,23,CE
2021-06-29,3.3,0,CE
2021-06-29,3,1,CE
2021-06-29,2.8,2,CE
2021-06-29,2.6,3,CE
2021-06-29,2.5,4,CE
2021-06-29,2.5,5,CE
2021-06-29,2.6,6,CE
2021-06-29,2.6,7,CE
2021-06-29,2.6,8,CE
2021-06-29,2.5,9,CE
2021-06-29,2.3,10,CE
2021-06-29,1.9,11,CE
2021-06-29,1.5,12,CE
2021-06-29,1,13,CE
2021-06-29,0.7,14,CE
2021-06-29,0.6,15,CE
2021-06-29,0.7,16,CE
2021-06-29,1.1,17,CE
2021-06-29,1.5,18,CE
2021-06-29,2,19,CE
2021-06-29,2.5,20,CE
2021-06-29,3,21,CE
2021-06-29,3.3,22,CE
2021-06-29,3.4,23,CE
2021-06-25,3,0,FC
2021-06-25,3.1,1,FC
2021-06-25,3.1,2,FC
2021-06-25,3.1,3,FC
2021-06-25,3,4,FC
2021-06-25,2.7,5,FC
2021-06-25,2.2,6,FC
2021-06-25,1.6,7,FC
2021-06-25,0.9,8,FC
2021-06-25,0.2,9,FC
2021-06-25,-0.2,10,FC
2021-06-25,-0.2,11,FC
2021-06-25,0,12,FC
2021-06-25,0.4,13,FC
2021-06-25,0.8,14,FC
2021-06-25,1.3,15,FC
2021-06-25,1.9,16,FC
2021-06-25,2.3,17,FC
2021-06-25,2.6,18,FC
2021-06-25,2.8,19,FC
2021-06-25,2.9,20,FC
2021-06-25,2.9,21,FC
2021-06-25,2.8,22,FC
2021-06-25,2.8,23,FC
2021-06-26,2.9,0,FC
2021-06-26,3,1,FC
2021-06-26,3,2,FC
2021-06-26,3,3,FC
2021-06-26,3,4,FC
2021-06-26,2.9,5,FC
2021-06-26,2.6,6,FC
2021-06-26,2.1,7,FC
2021-06-26,1.4,8,FC
2021-06-26,0.8,9,FC
2021-06-26,0.2,10,FC
2021-06-26,-0.1,11,FC
2021-06-26,-0.1,12,FC
2021-06-26,0.2,13,FC
2021-06-26,0.5,14,FC
2021-06-26,1,15,FC
2021-06-26,1.5,16,FC
2021-06-26,2,17,FC
2021-06-26,2.4,18,FC
2021-06-26,2.6,19,FC
2021-06-26,2.8,20,FC
2021-06-26,2.9,21,FC
2021-06-26,2.8,22,FC
2021-06-26,2.7,23,FC
2021-06-27,2.7,0,FC
2021-06-27,2.8,1,FC
2021-06-27,2.8,2,FC
2021-06-27,2.9,3,FC
2021-06-27,2.9,4,FC
2021-06-27,2.9,5,FC
2021-06-27,2.7,6,FC
2021-06-27,2.4,7,FC
2021-06-27,1.9,8,FC
2021-06-27,1.3,9,FC
2021-06-27,0.7,10,FC
2021-06-27,0.3,11,FC
2021-06-27,0.1,12,FC
2021-06-27,0.1,13,FC
2021-06-27,0.4,14,FC
2021-06-27,0.8,15,FC
2021-06-27,1.2,16,FC
2021-06-27,1.7,17,FC
2021-06-27,2.1,18,FC
2021-06-27,2.4,19,FC
2021-06-27,2.7,20,FC
2021-06-27,2.9,21,FC
2021-06-27,2.9,22,FC
2021-06-27,2.7,23,FC
2021-06-28,2.6,0,FC
2021-06-28,2.6,1,FC
2021-06-28,2.6,2,FC
2021-06-28,2.7,3,FC
2021-06-28,2.7,4,FC
2021-06-28,2.7,5,FC
2021-06-28,2.7,6,FC
2021-06-28,2.5,7,FC
2021-06-28,2.2,8,FC
2021-06-28,1.7,9,FC
2021-06-28,1.3,10,FC
2021-06-28,0.8,11,FC
2021-06-28,0.4,12,FC
2021-06-28,0.3,13,FC
2021-06-28,0.4,14,FC
2021-06-28,0.7,15,FC
2021-06-28,1,16,FC
2021-06-28,1.4,17,FC
2021-06-28,1.9,18,FC
2021-06-28,2.3,19,FC
2021-06-28,2.6,20,FC
2021-06-28,2.8,21,FC
2021-06-28,2.9,22,FC
2021-06-28,2.8,23,FC
2021-06-29,2.6,0,FC
2021-06-29,2.5,1,FC
2021-06-29,2.4,2,FC
2021-06-29,2.4,3,FC
2021-06-29,2.4,4,FC
2021-06-29,2.4,5,FC
2021-06-29,2.4,6,FC
2021-06-29,2.4,7,FC
2021-06-29,2.2,8,FC
2021-06-29,2,9,FC
2021-06-29,1.6,10,FC
2021-06-29,1.3,11,FC
2021-06-29,0.9,12,FC
2021-06-29,0.7,13,FC
2021-06-29,0.6,14,FC
2021-06-29,0.7,15,FC
2021-06-29,1,16,FC
2021-06-29,1.3,17,FC
2021-06-29,1.7,18,FC
2021-06-29,2.1,19,FC
2021-06-29,2.4,20,FC
2021-06-29,2.6,21,FC
2021-06-29,2.8,22,FC
2021-06-29,2.8,23,FC
2021-06-25,3,0,TE
2021-06-25,3.1,1,TE
2021-06-25,3.2,2,TE
2021-06-25,3.3,3,TE
2021-06-25,3.4,4,TE
2021-06-25,3.3,5,TE
2021-06-25,3,6,TE
2021-06-25,2.5,7,TE
2021-06-25,1.8,8,TE
2021-06-25,1,9,TE
2021-06-25,0.3,10,TE
2021-06-25,-0.1,11,TE
2021-06-25,-0.2,12,TE
2021-06-25,0,13,TE
2021-06-25,0.5,14,TE
2021-06-25,1.1,15,TE
2021-06-25,1.8,16,TE
2021-06-25,2.4,17,TE
2021-06-25,3,18,TE
2021-06-25,3.4,19,TE
2021-06-25,3.6,20,TE
2021-06-25,3.5,21,TE
2021-06-25,3.4,22,TE
2021-06-25,3.2,23,TE
2021-06-26,3,0,TE
2021-06-26,3,1,TE
2021-06-26,3,2,TE
2021-06-26,3.2,3,TE
2021-06-26,3.3,4,TE
2021-06-26,3.3,5,TE
2021-06-26,3.1,6,TE
2021-06-26,2.8,7,TE
2021-06-26,2.3,8,TE
2021-06-26,1.6,9,TE
2021-06-26,0.8,10,TE
2021-06-26,0.3,11,TE
2021-06-26,0,12,TE
2021-06-26,-0.1,13,TE
2021-06-26,0.2,14,TE
2021-06-26,0.7,15,TE
2021-06-26,1.3,16,TE
2021-06-26,1.9,17,TE
2021-06-26,2.5,18,TE
2021-06-26,3.1,19,TE
2021-06-26,3.4,20,TE
2021-06-26,3.6,21,TE
2021-06-26,3.5,22,TE
2021-06-26,3.3,23,TE
2021-06-27,3.1,0,TE
2021-06-27,2.9,1,TE
2021-06-27,2.9,2,TE
2021-06-27,2.9,3,TE
2021-06-27,3,4,TE
2021-06-27,3.1,5,TE
2021-06-27,3.1,6,TE
2021-06-27,3,7,TE
2021-06-27,2.6,8,TE
2021-06-27,2.1,9,TE
2021-06-27,1.5,10,TE
2021-06-27,0.8,11,TE
2021-06-27,0.3,12,TE
2021-06-27,0.1,13,TE
2021-06-27,0.1,14,TE
2021-06-27,0.4,15,TE
2021-06-27,0.9,16,TE
2021-06-27,1.5,17,TE
2021-06-27,2.1,18,TE
2021-06-27,2.7,19,TE
2021-06-27,3.2,20,TE
2021-06-27,3.4,21,TE
2021-06-27,3.5,22,TE
2021-06-27,3.4,23,TE
2021-06-28,3.1,0,TE
2021-06-28,2.9,1,TE
2021-06-28,2.8,2,TE
2021-06-28,2.7,3,TE
2021-06-28,2.8,4,TE
2021-06-28,2.8,5,TE
2021-06-28,2.9,6,TE
2021-06-28,2.9,7,TE
2021-06-28,2.7,8,TE
2021-06-28,2.4,9,TE
2021-06-28,2,10,TE
2021-06-28,1.4,11,TE
2021-06-28,0.9,12,TE
2021-06-28,0.5,13,TE
2021-06-28,0.3,14,TE
2021-06-28,0.4,15,TE
2021-06-28,0.7,16,TE
2021-06-28,1.2,17,TE
2021-06-28,1.8,18,TE
2021-06-28,2.3,19,TE
2021-06-28,2.8,20,TE
2021-06-28,3.2,21,TE
2021-06-28,3.4,22,TE
2021-06-28,3.4,23,TE
2021-06-29,3.2,0,TE
2021-06-29,3,1,TE
2021-06-29,2.8,2,TE
2021-06-29,2.6,3,TE
2021-06-29,2.5,4,TE
2021-06-29,2.5,5,TE
2021-06-29,2.6,6,TE
2021-06-29,2.6,7,TE
2021-06-29,2.6,8,TE
2021-06-29,2.5,9,TE
2021-06-29,2.2,10,TE
2021-06-29,1.8,11,TE
2021-06-29,1.4,12,TE
2021-06-29,1,13,TE
2021-06-29,0.7,14,TE
2021-06-29,0.7,15,TE
2021-06-29,0.8,16,TE
2021-06-29,1.1,17,TE
2021-06-29,1.6,18,TE
2021-06-29,2.1,19,TE
2021-06-29,2.6,20,TE
2021-06-29,3,21,TE
2021-06-29,3.3,22,TE
2021-06-29,3.4,23,TE
2021-06-25,3.1,0,TK
2021-06-25,3.1,1,TK
2021-06-25,3.2,2,TK
2021-06-25,3.3,3,TK
2021-06-25,3.4,4,TK
2021-06-25,3.4,5,TK
2021-06-25,3.2,6,TK
2021-06-25,2.7,7,TK
2021-06-25,2,8,TK
2021-06-25,1.2,9,TK
2021-06-25,0.4,10,TK
2021-06-25,-0.1,11,TK
2021-06-25,-0.3,12,TK
2021-06-25,-0.1,13,TK
2021-06-25,0.3,14,TK
2021-06-25,0.9,15,TK
2021-06-25,1.7,16,TK
2021-06-25,2.4,17,TK
2021-06-25,3.1,18,TK
2021-06-25,3.6,19,TK
2021-06-25,3.8,20,TK
2021-06-25,3.8,21,TK
2021-06-25,3.6,22,TK
2021-06-25,3.3,23,TK
2021-06-26,3.1,0,TK
2021-06-26,3,1,TK
2021-06-26,3,2,TK
2021-06-26,3.1,3,TK
2021-06-26,3.3,4,TK
2021-06-26,3.3,5,TK
2021-06-26,3.3,6,TK
2021-06-26,3,7,TK
2021-06-26,2.5,8,TK
2021-06-26,1.8,9,TK
2021-06-26,1.1,10,TK
2021-06-26,0.4,11,TK
2021-06-26,0,12,TK
2021-06-26,-0.2,13,TK
2021-06-26,0.1,14,TK
2021-06-26,0.5,15,TK
2021-06-26,1.2,16,TK
2021-06-26,1.9,17,TK
2021-06-26,2.6,18,TK
2021-06-26,3.2,19,TK
2021-06-26,3.6,20,TK
2021-06-26,3.8,21,TK
2021-06-26,3.7,22,TK
2021-06-26,3.5,23,TK
2021-06-27,3.2,0,TK
2021-06-27,3,1,TK
2021-06-27,2.9,2,TK
2021-06-27,2.9,3,TK
2021-06-27,3,4,TK
2021-06-27,3.1,5,TK
2021-06-27,3.2,6,TK
2021-06-27,3.1,7,TK
2021-06-27,2.8,8,TK
2021-06-27,2.3,9,TK
2021-06-27,1.7,10,TK
2021-06-27,1,11,TK
2021-06-27,0.5,12,TK
2021-06-27,0.1,13,TK
2021-06-27,0.1,14,TK
2021-06-27,0.3,15,TK
2021-06-27,0.8,16,TK
2021-06-27,1.4,17,TK
2021-06-27,2.1,18,TK
2021-06-27,2.8,19,TK
2021-06-27,3.3,20,TK
2021-06-27,3.7,21,TK
2021-06-27,3.8,22,TK
2021-06-27,3.6,23,TK
2021-06-28,3.4,0,TK
2021-06-28,3.1,1,TK
2021-06-28,2.9,2,TK
2021-06-28,2.8,3,TK
2021-06-28,2.8,4,TK
2021-06-28,2.8,5,TK
2021-06-28,2.9,6,TK
2021-06-28,3,7,TK
2021-06-28,2.9,8,TK
2021-06-28,2.6,9,TK
2021-06-28,2.2,10,TK
2021-06-28,1.6,11,TK
2021-06-28,1,12,TK
2021-06-28,0.6,13,TK
2021-06-28,0.3,14,TK
2021-06-28,0.4,15,TK
2021-06-28,0.7,16,TK
2021-06-28,1.2,17,TK
2021-06-28,1.7,18,TK
2021-06-28,2.4,19,TK
2021-06-28,3,20,TK
2021-06-28,3.4,21,TK
2021-06-28,3.7,22,TK
2021-06-28,3.7,23,TK
2021-06-29,3.5,0,TK
2021-06-29,3.2,1,TK
2021-06-29,2.9,2,TK
2021-06-29,2.7,3,TK
2021-06-29,2.6,4,TK
2021-06-29,2.6,5,TK
2021-06-29,2.6,6,TK
2021-06-29,2.7,7,TK
2021-06-29,2.7,8,TK
2021-06-29,2.6,9,TK
2021-06-29,2.4,10,TK
2021-06-29,2,11,TK
2021-06-29,1.6,12,TK
2021-06-29,1.1,13,TK
2021-06-29,0.8,14,TK
2021-06-29,0.7,15,TK
2021-06-29,0.8,16,TK
2021-06-29,1.1,17,TK
2021-06-29,1.5,18,TK
2021-06-29,2.1,19,TK
2021-06-29,2.7,20,TK
2021-06-29,3.2,21,TK
2021-06-29,3.5,22,TK
2021-06-29,3.6,23,TK
2021-06-25,4.4,0,WBS
2021-06-25,4.7,1,WBS
2021-06-25,4.6,2,WBS
2021-06-25,4,3,WBS
2021-06-25,3.1,4,WBS
2021-06-25,2.1,5,WBS
2021-06-25,1,6,WBS
2021-06-25,0.3,7,WBS
2021-06-25,-0.1,8,WBS
2021-06-25,0,9,WBS
2021-06-25,0.6,10,WBS
2021-06-25,1.4,11,WBS
2021-06-25,2.4,12,WBS
2021-06-25,3.2,13,WBS
2021-06-25,3.6,14,WBS
2021-06-25,3.7,15,WBS
2021-06-25,3.4,16,WBS
2021-06-25,2.9,17,WBS
2021-06-25,2.3,18,WBS
2021-06-25,1.8,19,WBS
2021-06-25,1.6,20,WBS
2021-06-25,1.8,21,WBS
2021-06-25,2.4,22,WBS
2021-06-25,3.1,23,WBS
2021-06-26,3.9,0,WBS
2021-06-26,4.5,1,WBS
2021-06-26,4.7,2,WBS
2021-06-26,4.5,3,WBS
2021-06-26,3.8,4,WBS
2021-06-26,2.9,5,WBS
2021-06-26,1.8,6,WBS
2021-06-26,0.9,7,WBS
2021-06-26,0.2,8,WBS
2021-06-26,-0.1,9,WBS
2021-06-26,0.1,10,WBS
2021-06-26,0.8,11,WBS
2021-06-26,1.7,12,WBS
2021-06-26,2.6,13,WBS
2021-06-26,3.3,14,WBS
2021-06-26,3.7,15,WBS
2021-06-26,3.7,16,WBS
2021-06-26,3.4,17,WBS
2021-06-26,2.8,18,WBS
2021-06-26,2.2,19,WBS
2021-06-26,1.7,20,WBS
2021-06-26,1.6,21,WBS
2021-06-26,1.9,22,WBS
2021-06-26,2.4,23,WBS
2021-06-27,3.2,0,WBS
2021-06-27,3.9,1,WBS
2021-06-27,4.4,2,WBS
2021-06-27,4.5,3,WBS
2021-06-27,4.3,4,WBS
2021-06-27,3.6,5,WBS
2021-06-27,2.7,6,WBS
2021-06-27,1.7,7,WBS
2021-06-27,0.8,8,WBS
2021-06-27,0.2,9,WBS
2021-06-27,0.1,10,WBS
2021-06-27,0.4,11,WBS
2021-06-27,1,12,WBS
2021-06-27,1.9,13,WBS
2021-06-27,2.8,14,WBS
2021-06-27,3.4,15,WBS
2021-06-27,3.7,16,WBS
2021-06-27,3.7,17,WBS
2021-06-27,3.3,18,WBS
2021-06-27,2.7,19,WBS
2021-06-27,2.1,20,WBS
2021-06-27,1.7,21,WBS
2021-06-27,1.6,22,WBS
2021-06-27,1.9,23,WBS
2021-06-28,2.5,0,WBS
2021-06-28,3.2,1,WBS
2021-06-28,3.8,2,WBS
2021-06-28,4.2,3,WBS
2021-06-28,4.3,4,WBS
2021-06-28,4,5,WBS
2021-06-28,3.3,6,WBS
2021-06-28,2.4,7,WBS
2021-06-28,1.5,8,WBS
2021-06-28,0.8,9,WBS
2021-06-28,0.3,10,WBS
2021-06-28,0.3,11,WBS
2021-06-28,0.7,12,WBS
2021-06-28,1.4,13,WBS
2021-06-28,2.2,14,WBS
2021-06-28,3,15,WBS
2021-06-28,3.5,16,WBS
2021-06-28,3.7,17,WBS
2021-06-28,3.6,18,WBS
2021-06-28,3.2,19,WBS
2021-06-28,2.6,20,WBS
2021-06-28,2.1,21,WBS
2021-06-28,1.7,22,WBS
2021-06-28,1.7,23,WBS
2021-06-29,2,0,WBS
2021-06-29,2.5,1,WBS
2021-06-29,3.1,2,WBS
2021-06-29,3.6,3,WBS
2021-06-29,4,4,WBS
2021-06-29,4,5,WBS
2021-06-29,3.7,6,WBS
2021-06-29,3,7,WBS
2021-06-29,2.2,8,WBS
2021-06-29,1.5,9,WBS
2021-06-29,0.9,10,WBS
2021-06-29,0.6,11,WBS
2021-06-29,0.6,12,WBS
2021-06-29,1,13,WBS
2021-06-29,1.7,14,WBS
2021-06-29,2.4,15,WBS
2021-06-29,3.1,16,WBS
2021-06-29,3.5,17,WBS
2021-06-29,3.7,18,WBS
2021-06-29,3.5,19,WBS
2021-06-29,3.1,20,WBS
2021-06-29,2.6,21,WBS
2021-06-29,2.1,22,WBS
2021-06-29,1.8,23,WBS
2021-06-25,4.5,0,PL
2021-06-25,4.9,1,PL
2021-06-25,4.8,2,PL
2021-06-25,4.2,3,PL
2021-06-25,3.3,4,PL
2021-06-25,2.2,5,PL
2021-06-25,1.1,6,PL
2021-06-25,0.3,7,PL
2021-06-25,0,8,PL
2021-06-25,0.1,9,PL
2021-06-25,0.6,10,PL
2021-06-25,1.5,11,PL
2021-06-25,2.5,12,PL
2021-06-25,3.3,13,PL
2021-06-25,3.9,14,PL
2021-06-25,4,15,PL
2021-06-25,3.7,16,PL
2021-06-25,3.1,17,PL
2021-06-25,2.4,18,PL
2021-06-25,1.9,19,PL
2021-06-25,1.7,20,PL
2021-06-25,1.8,21,PL
2021-06-25,2.4,22,PL
2021-06-25,3.1,23,PL
2021-06-26,3.9,0,PL
2021-06-26,4.6,1,PL
2021-06-26,4.9,2,PL
2021-06-26,4.7,3,PL
2021-06-26,4,4,PL
2021-06-26,3.1,5,PL
2021-06-26,2,6,PL
2021-06-26,1,7,PL
2021-06-26,0.3,8,PL
2021-06-26,0,9,PL
2021-06-26,0.2,10,PL
2021-06-26,0.8,11,PL
2021-06-26,1.7,12,PL
2021-06-26,2.7,13,PL
2021-06-26,3.5,14,PL
2021-06-26,3.9,15,PL
2021-06-26,3.9,16,PL
2021-06-26,3.6,17,PL
2021-06-26,3,18,PL
2021-06-26,2.3,19,PL
2021-06-26,1.9,20,PL
2021-06-26,1.7,21,PL
2021-06-26,1.9,22,PL
2021-06-26,2.5,23,PL
2021-06-27,3.2,0,PL
2021-06-27,4,1,PL
2021-06-27,4.5,2,PL
2021-06-27,4.7,3,PL
2021-06-27,4.5,4,PL
2021-06-27,3.8,5,PL
2021-06-27,2.8,6,PL
2021-06-27,1.8,7,PL
2021-06-27,0.9,8,PL
2021-06-27,0.3,9,PL
2021-06-27,0.1,10,PL
2021-06-27,0.4,11,PL
2021-06-27,1.1,12,PL
2021-06-27,2,13,PL
2021-06-27,2.9,14,PL
2021-06-27,3.6,15,PL
2021-06-27,3.9,16,PL
2021-06-27,3.9,17,PL
2021-06-27,3.4,18,PL
2021-06-27,2.9,19,PL
2021-06-27,2.3,20,PL
2021-06-27,1.8,21,PL
2021-06-27,1.7,22,PL
2021-06-27,2,23,PL
2021-06-28,2.5,0,PL
2021-06-28,3.2,1,PL
2021-06-28,3.9,2,PL
2021-06-28,4.3,3,PL
2021-06-28,4.5,4,PL
2021-06-28,4.2,5,PL
2021-06-28,3.5,6,PL
2021-06-28,2.6,7,PL
2021-06-28,1.7,8,PL
2021-06-28,0.9,9,PL
2021-06-28,0.4,10,PL
2021-06-28,0.4,11,PL
2021-06-28,0.8,12,PL
2021-06-28,1.5,13,PL
2021-06-28,2.3,14,PL
2021-06-28,3.1,15,PL
2021-06-28,3.7,16,PL
2021-06-28,3.9,17,PL
2021-06-28,3.8,18,PL
2021-06-28,3.3,19,PL
2021-06-28,2.8,20,PL
2021-06-28,2.2,21,PL
2021-06-28,1.9,22,PL
2021-06-28,1.8,23,PL
2021-06-29,2,0,PL
2021-06-29,2.5,1,PL
2021-06-29,3.2,2,PL
2021-06-29,3.7,3,PL
2021-06-29,4.1,4,PL
2021-06-29,4.1,5,PL
2021-06-29,3.8,6,PL
2021-06-29,3.2,7,PL
2021-06-29,2.4,8,PL
2021-06-29,1.6,9,PL
2021-06-29,1,10,PL
2021-06-29,0.7,11,PL
2021-06-29,0.7,12,PL
2021-06-29,1.1,13,PL
2021-06-29,1.8,14,PL
2021-06-29,2.6,15,PL
2021-06-29,3.3,16,PL
2021-06-29,3.7,17,PL
2021-06-29,3.9,18,PL
2021-06-29,3.7,19,PL
2021-06-29,3.2,20,PL
2021-06-29,2.7,21,PL
2021-06-29,2.2,22,PL
2021-06-29,1.9,23,PL
2021-06-25,2.8,0,BB
2021-06-25,2.9,1,BB
2021-06-25,2.9,2,BB
2021-06-25,3,3,BB
2021-06-25,3,4,BB
2021-06-25,2.8,5,BB
2021-06-25,2.4,6,BB
2021-06-25,1.9,7,BB
2021-06-25,1.2,8,BB
2021-06-25,0.5,9,BB
2021-06-25,0,10,BB
2021-06-25,-0.3,11,BB
2021-06-25,-0.2,12,BB
2021-06-25,0.1,13,BB
2021-06-25,0.5,14,BB
2021-06-25,1.1,15,BB
2021-06-25,1.7,16,BB
2021-06-25,2.1,17,BB
2021-06-25,2.5,18,BB
2021-06-25,2.8,19,BB
2021-06-25,2.9,20,BB
2021-06-25,2.9,21,BB
2021-06-25,2.8,22,BB
2021-06-25,2.8,23,BB
2021-06-26,2.8,0,BB
2021-06-26,2.8,1,BB
2021-06-26,2.8,2,BB
2021-06-26,2.9,3,BB
2021-06-26,3,4,BB
2021-06-26,2.9,5,BB
2021-06-26,2.7,6,BB
2021-06-26,2.3,7,BB
2021-06-26,1.8,8,BB
2021-06-26,1.1,9,BB
2021-06-26,0.4,10,BB
2021-06-26,0,11,BB
2021-06-26,-0.2,12,BB
2021-06-26,-0.1,13,BB
2021-06-26,0.3,14,BB
2021-06-26,0.7,15,BB
2021-06-26,1.3,16,BB
2021-06-26,1.8,17,BB
2021-06-26,2.3,18,BB
2021-06-26,2.6,19,BB
2021-06-26,2.8,20,BB
2021-06-26,3,21,BB
2021-06-26,2.9,22,BB
2021-06-26,2.8,23,BB
2021-06-27,2.7,0,BB
2021-06-27,2.7,1,BB
2021-06-27,2.7,2,BB
2021-06-27,2.7,3,BB
2021-06-27,2.8,4,BB
2021-06-27,2.8,5,BB
2021-06-27,2.8,6,BB
2021-06-27,2.5,7,BB
2021-06-27,2.1,8,BB
2021-06-27,1.6,9,BB
2021-06-27,1,10,BB
2021-06-27,0.5,11,BB
2021-06-27,0.1,12,BB
2021-06-27,0,13,BB
2021-06-27,0.2,14,BB
2021-06-27,0.5,15,BB
2021-06-27,0.9,16,BB
2021-06-27,1.5,17,BB
2021-06-27,2,18,BB
2021-06-27,2.4,19,BB
2021-06-27,2.7,20,BB
2021-06-27,2.9,21,BB
2021-06-27,3,22,BB
2021-06-27,2.9,23,BB
2021-06-28,2.8,0,BB
2021-06-28,2.7,1,BB
2021-06-28,2.6,2,BB
2021-06-28,2.6,3,BB
2021-06-28,2.5,4,BB
2021-06-28,2.6,5,BB
2021-06-28,2.6,6,BB
2021-06-28,2.5,7,BB
2021-06-28,2.3,8,BB
2021-06-28,2,9,BB
2021-06-28,1.5,10,BB
2021-06-28,1,11,BB
2021-06-28,0.6,12,BB
2021-06-28,0.3,13,BB
2021-06-28,0.3,14,BB
2021-06-28,0.4,15,BB
2021-06-28,0.8,16,BB
2021-06-28,1.2,17,BB
2021-06-28,1.7,18,BB
2021-06-28,2.1,19,BB
2021-06-28,2.5,20,BB
2021-06-28,2.8,21,BB
2021-06-28,2.9,22,BB
2021-06-28,2.9,23,BB
2021-06-29,2.8,0,BB
2021-06-29,2.7,1,BB
2021-06-29,2.5,2,BB
2021-06-29,2.4,3,BB
2021-06-29,2.3,4,BB
2021-06-29,2.3,5,BB
2021-06-29,2.4,6,BB
2021-06-29,2.4,7,BB
2021-06-29,2.3,8,BB
2021-06-29,2.1,9,BB
2021-06-29,1.8,10,BB
2021-06-29,1.5,11,BB
2021-06-29,1.1,12,BB
2021-06-29,0.8,13,BB
2021-06-29,0.6,14,BB
2021-06-29,0.6,15,BB
2021-06-29,0.8,16,BB
2021-06-29,1.1,17,BB
2021-06-29,1.5,18,BB
2021-06-29,1.9,19,BB
2021-06-29,2.3,20,BB
2021-06-29,2.6,21,BB
2021-06-29,2.8,22,BB
2021-06-29,2.9,23,BB
2021-06-25,3.6,0,TS
2021-06-25,3.6,1,TS
2021-06-25,3.7,2,TS
2021-06-25,3.9,3,TS
2021-06-25,4,4,TS
2021-06-25,4,5,TS
2021-06-25,3.8,6,TS
2021-06-25,3.4,7,TS
2021-06-25,2.7,8,TS
2021-06-25,1.9,9,TS
2021-06-25,1.1,10,TS
2021-06-25,0.4,11,TS
2021-06-25,0,12,TS
2021-06-25,0,13,TS
2021-06-25,0.4,14,TS
2021-06-25,1,15,TS
2021-06-25,1.8,16,TS
2021-06-25,2.6,17,TS
2021-06-25,3.4,18,TS
2021-06-25,4,19,TS
2021-06-25,4.3,20,TS
2021-06-25,4.3,21,TS
2021-06-25,4.2,22,TS
2021-06-25,4,23,TS
2021-06-26,3.7,0,TS
2021-06-26,3.6,1,TS
2021-06-26,3.6,2,TS
2021-06-26,3.7,3,TS
2021-06-26,3.8,4,TS
2021-06-26,3.9,5,TS
2021-06-26,3.9,6,TS
2021-06-26,3.6,7,TS
2021-06-26,3.1,8,TS
2021-06-26,2.4,9,TS
2021-06-26,1.6,10,TS
2021-06-26,0.9,11,TS
2021-06-26,0.3,12,TS
2021-06-26,0,13,TS
2021-06-26,0.1,14,TS
2021-06-26,0.5,15,TS
2021-06-26,1.2,16,TS
2021-06-26,2,17,TS
2021-06-26,2.9,18,TS
2021-06-26,3.6,19,TS
2021-06-26,4.1,20,TS
2021-06-26,4.3,21,TS
2021-06-26,4.3,22,TS
2021-06-26,4.2,23,TS
2021-06-27,3.9,0,TS
2021-06-27,3.6,1,TS
2021-06-27,3.5,2,TS
2021-06-27,3.5,3,TS
2021-06-27,3.6,4,TS
2021-06-27,3.7,5,TS
2021-06-27,3.7,6,TS
2021-06-27,3.7,7,TS
2021-06-27,3.4,8,TS
2021-06-27,2.9,9,TS
2021-06-27,2.2,10,TS
