date_time,temperature_C,block,treatment
2021-08-06T21:01:00Z,12.5,6,UR
2021-08-06T22:01:00Z,12.5,6,UR
2021-08-06T23:01:00Z,12.5,6,UR
2021-08-07T00:01:00Z,12.5,6,UR
2021-08-07T01:01:00Z,13,6,UR
2021-08-07T02:01:00Z,13,6,UR
2021-08-07T03:01:00Z,13,6,UR
2021-08-07T04:01:00Z,13,6,UR
2021-08-07T05:01:00Z,13,6,UR
2021-08-07T06:01:00Z,13,6,UR
2021-08-07T07:01:00Z,13.5,6,UR
2021-08-07T08:01:00Z,14.5,6,UR
2021-08-07T09:01:00Z,16.5,6,UR
2021-08-07T10:01:00Z,16.5,6,UR
2021-08-07T11:01:00Z,20,6,UR
2021-08-07T12:01:00Z,25.5,6,UR
2021-08-07T13:01:00Z,27.5,6,UR
2021-08-07T14:01:00Z,14.5,6,UR
2021-08-07T15:01:00Z,12.5,6,UR
2021-08-07T16:01:00Z,12.5,6,UR
2021-08-07T17:01:00Z,12.5,6,UR
2021-08-07T18:01:00Z,12.5,6,UR
2021-08-07T19:01:00Z,12.5,6,UR
2021-08-07T20:01:00Z,12.5,6,UR
2021-08-07T21:01:00Z,12.5,6,UR
2021-08-07T22:01:00Z,12.5,6,UR
2021-08-07T23:01:00Z,12.5,6,UR
2021-08-08T00:01:00Z,12.5,6,UR
2021-08-08T01:01:00Z,12.5,6,UR
2021-08-08T02:01:00Z,12,6,UR
2021-08-08T03:01:00Z,12,6,UR
2021-08-08T04:01:00Z,12,6,UR
2021-08-08T05:01:00Z,12,6,UR
2021-08-08T06:01:00Z,12,6,UR
2021-08-08T07:01:00Z,12,6,UR
2021-08-08T08:01:00Z,13.5,6,UR
2021-08-08T09:01:00Z,17.5,6,UR
2021-08-08T10:01:00Z,21.5,6,UR
2021-08-08T11:01:00Z,24,6,UR
2021-08-08T12:01:00Z,25.5,6,UR
2021-08-08T13:01:00Z,29,6,UR
2021-08-08T14:01:00Z,24,6,UR
2021-08-08T15:01:00Z,12.5,6,UR
2021-08-08T16:01:00Z,12,6,UR
2021-08-08T17:01:00Z,12.5,6,UR
2021-08-08T18:01:00Z,12.5,6,UR
2021-08-08T19:01:00Z,12.5,6,UR
2021-08-08T20:01:00Z,12.5,6,UR
2021-08-08T21:01:00Z,12.5,6,UR
2021-08-08T22:01:00Z,12.5,6,UR
2021-08-08T23:01:00Z,12,6,UR
2021-08-09T00:01:00Z,12.5,6,UR
2021-08-09T01:01:00Z,12,6,UR
2021-08-09T02:01:00Z,12,6,UR
2021-08-09T03:01:00Z,12,6,UR
2021-08-09T04:01:00Z,12,6,UR
2021-08-09T05:01:00Z,12,6,UR
2021-08-09T06:01:00Z,12,6,UR
2021-08-09T07:01:00Z,12,6,UR
2021-08-09T08:01:00Z,14,6,UR
2021-08-09T09:01:00Z,18.5,6,UR
2021-08-09T10:01:00Z,23.5,6,UR
2021-08-09T11:01:00Z,28,6,UR
2021-08-09T12:01:00Z,31.5,6,UR
2021-08-09T13:01:00Z,33,6,UR
2021-08-09T14:01:00Z,35.5,6,UR
2021-08-09T15:01:00Z,30,6,UR
2021-08-09T16:01:00Z,12.5,6,UR
2021-08-09T17:01:00Z,12.5,6,UR
2021-08-09T18:01:00Z,12.5,6,UR
2021-08-09T19:01:00Z,12.5,6,UR
2021-08-09T20:01:00Z,12.5,6,UR
2021-08-09T21:01:00Z,12.5,6,UR
2021-08-09T22:01:00Z,12,6,UR
2021-08-09T23:01:00Z,12,6,UR
2021-08-10T00:01:00Z,12,6,UR
2021-08-10T01:01:00Z,12,6,UR
2021-08-10T02:01:00Z,11.5,6,UR
2021-08-10T03:01:00Z,11.5,6,UR
2021-08-10T04:01:00Z,11.5,6,UR
2021-08-10T05:01:00Z,11.5,6,UR
2021-08-10T06:01:00Z,11.5,6,UR
2021-08-10T07:01:00Z,11.5,6,UR
2021-08-10T08:01:00Z,14,6,UR
2021-08-10T09:01:00Z,18,6,UR
2021-08-10T10:01:00Z,22.5,6,UR
2021-08-10T11:01:00Z,27,6,UR
2021-08-10T12:01:00Z,29.5,6,UR
2021-08-10T13:01:00Z,34.5,6,UR
2021-08-10T14:01:00Z,34.5,6,UR
2021-08-10T15:01:00Z,26.5,6,UR
2021-08-10T16:01:00Z,13,6,UR
2021-08-10T17:01:00Z,12,6,UR
2021-08-10T18:01:00Z,12,6,UR
2021-08-10T19:01:00Z,12,6,UR
2021-08-10T20:01:00Z,12.5,6,UR
2021-08-10T21:01:00Z,12.5,6,UR
2021-08-10T22:01:00Z,12,6,UR
2021-08-10T23:01:00Z,12,6,UR
2021-08-11T00:01:00Z,12,6,UR
2021-08-11T01:01:00Z,12,6,UR
2021-08-11T02:01:00Z,12,6,UR
2021-08-11T03:01:00Z,11.5,6,UR
2021-08-11T04:01:00Z,11.5,6,UR
2021-08-11T05:01:00Z,11.5,6,UR
2021-08-11T06:01:00Z,11.5,6,UR
2021-08-11T07:01:00Z,11.5,6,UR
2021-08-11T08:01:00Z,13.5,6,UR
2021-08-11T09:01:00Z,18.5,6,UR
2021-08-11T10:01:00Z,25,6,UR
2021-08-11T11:01:00Z,29,6,UR
2021-08-11T12:01:00Z,33,6,UR
2021-08-11T13:01:00Z,36.5,6,UR
2021-08-11T14:01:00Z,38,6,UR
2021-08-11T15:01:00Z,31,6,UR
2021-08-11T16:01:00Z,15.5,6,UR
2021-08-11T17:01:00Z,12.5,6,UR
2021-08-11T18:01:00Z,12.5,6,UR
2021-08-11T19:01:00Z,12,6,UR
2021-08-11T20:01:00Z,12,6,UR
2021-08-11T21:01:00Z,12,6,UR
2021-08-11T22:01:00Z,12,6,UR
2021-08-11T23:01:00Z,12,6,UR
2021-08-12T00:01:00Z,12,6,UR
2021-08-12T01:01:00Z,12,6,UR
2021-08-12T02:01:00Z,12,6,UR
2021-08-12T03:01:00Z,11.5,6,UR
2021-08-12T04:01:00Z,11.5,6,UR
2021-08-12T05:01:00Z,11.5,6,UR
2021-08-12T06:01:00Z,11.5,6,UR
2021-08-12T07:01:00Z,11.5,6,UR
2021-08-12T08:01:00Z,12,6,UR
2021-08-12T09:01:00Z,14.5,6,UR
2021-08-12T10:01:00Z,19,6,UR
2021-08-12T11:01:00Z,24,6,UR
2021-08-12T12:01:00Z,28,6,UR
2021-08-12T13:01:00Z,32,6,UR
2021-08-12T14:01:00Z,33,6,UR
2021-08-12T15:01:00Z,30,6,UR
2021-08-12T16:01:00Z,14,6,UR
2021-08-12T17:01:00Z,12,6,UR
2021-08-12T18:01:00Z,12,6,UR
2021-08-12T19:01:00Z,12,6,UR
2021-08-12T20:01:00Z,12,6,UR
2021-08-12T21:01:00Z,12,6,UR
2021-08-12T22:01:00Z,12,6,UR
2021-08-12T23:01:00Z,12,6,UR
2021-08-13T00:01:00Z,12,6,UR
2021-08-13T01:01:00Z,12.5,6,UR
2021-08-13T02:01:00Z,12,6,UR
2021-08-13T03:01:00Z,11.5,6,UR
2021-08-13T04:01:00Z,12,6,UR
2021-08-13T05:01:00Z,11.5,6,UR
2021-08-13T06:01:00Z,11.5,6,UR
2021-08-13T07:01:00Z,11.5,6,UR
2021-08-13T08:01:00Z,11.5,6,UR
2021-08-13T09:01:00Z,12,6,UR
2021-08-13T10:01:00Z,16,6,UR
2021-08-13T11:01:00Z,22.5,6,UR
2021-08-13T12:01:00Z,26.5,6,UR
2021-08-13T13:01:00Z,29.5,6,UR
2021-08-13T14:01:00Z,31,6,UR
2021-08-13T15:01:00Z,30,6,UR
2021-08-13T16:01:00Z,13,6,UR
2021-08-13T17:01:00Z,12.5,6,UR
2021-08-13T18:01:00Z,12,6,UR
2021-08-13T19:01:00Z,12,6,UR
2021-08-13T20:01:00Z,12,6,UR
2021-08-13T21:01:00Z,12,6,UR
2021-08-13T22:01:00Z,12,6,UR
2021-08-13T23:01:00Z,12,6,UR
2021-08-14T00:01:00Z,12,6,UR
2021-08-14T01:01:00Z,12,6,UR
2021-08-14T02:01:00Z,12,6,UR
2021-08-14T03:01:00Z,12,6,UR
2021-08-14T04:01:00Z,12,6,UR
2021-08-14T05:01:00Z,12,6,UR
2021-08-14T06:01:00Z,12,6,UR
2021-08-14T07:01:00Z,11.5,6,UR
2021-08-14T08:01:00Z,11.5,6,UR
2021-08-14T09:01:00Z,12,6,UR
2021-08-14T10:01:00Z,12,6,UR
2021-08-14T11:01:00Z,12,6,UR
2021-08-14T12:01:00Z,12.5,6,UR
2021-08-14T13:01:00Z,13,6,UR
2021-08-14T14:01:00Z,12.5,6,UR
2021-08-14T15:01:00Z,12.5,6,UR
2021-08-14T16:01:00Z,12.5,6,UR
2021-08-14T17:01:00Z,13,6,UR
2021-08-14T18:01:00Z,12.5,6,UR
2021-08-14T19:01:00Z,12.5,6,UR
2021-08-14T20:01:00Z,12,6,UR
2021-08-14T21:01:00Z,12,6,UR
2021-08-14T22:01:00Z,12,6,UR
2021-08-14T23:01:00Z,12,6,UR
2021-08-15T00:01:00Z,12,6,UR
2021-08-15T01:01:00Z,12,6,UR
2021-08-15T02:01:00Z,12,6,UR
2021-08-15T03:01:00Z,12,6,UR
2021-08-15T04:01:00Z,12.5,6,UR
2021-08-15T05:01:00Z,12.5,6,UR
2021-08-15T06:01:00Z,12.5,6,UR
2021-08-15T07:01:00Z,12.5,6,UR
2021-08-15T08:01:00Z,12,6,UR
2021-08-15T09:01:00Z,12,6,UR
2021-08-15T10:01:00Z,12.5,6,UR
2021-08-15T11:01:00Z,12.5,6,UR
2021-08-15T12:01:00Z,12.5,6,UR
2021-08-15T13:01:00Z,13,6,UR
2021-08-15T14:01:00Z,13,6,UR
2021-08-15T15:01:00Z,13,6,UR
2021-08-15T16:01:00Z,13,6,UR
2021-08-15T17:01:00Z,13,6,UR
2021-08-15T18:01:00Z,13,6,UR
2021-08-15T19:01:00Z,13,6,UR
2021-08-15T20:01:00Z,12.5,6,UR
2021-08-15T21:01:00Z,12,6,UR
2021-08-15T22:01:00Z,12,6,UR
2021-08-15T23:01:00Z,12,6,UR
2021-08-16T00:01:00Z,12,6,UR
2021-08-16T01:01:00Z,12.5,6,UR
2021-08-16T02:01:00Z,13,6,UR
2021-08-16T03:01:00Z,13.5,6,UR
2021-08-16T04:01:00Z,13.5,6,UR
2021-08-16T05:01:00Z,13.5,6,UR
2021-08-16T06:01:00Z,13.5,6,UR
2021-08-16T07:01:00Z,13.5,6,UR
2021-08-16T08:01:00Z,13.5,6,UR
2021-08-16T09:01:00Z,12,6,UR
2021-08-16T10:01:00Z,11.5,6,UR
2021-08-16T11:01:00Z,12,6,UR
2021-08-16T12:01:00Z,12,6,UR
2021-08-16T13:01:00Z,12,6,UR
2021-08-16T14:01:00Z,12.5,6,UR
2021-08-16T15:01:00Z,12.5,6,UR
2021-08-16T16:01:00Z,12.5,6,UR
2021-08-16T17:01:00Z,12.5,6,UR
2021-08-16T18:01:00Z,12.5,6,UR
2021-08-16T19:01:00Z,12,6,UR
2021-08-16T20:01:00Z,12.5,6,UR
2021-08-16T21:01:00Z,12,6,UR
2021-08-16T22:01:00Z,12,6,UR
2021-08-16T23:01:00Z,12,6,UR
2021-08-17T00:01:00Z,12,6,UR
2021-08-17T01:01:00Z,12,6,UR
2021-08-17T02:01:00Z,12,6,UR
2021-08-17T03:01:00Z,11.5,6,UR
2021-08-17T04:01:00Z,11.5,6,UR
2021-08-17T05:01:00Z,12,6,UR
2021-08-17T06:01:00Z,12,6,UR
2021-08-17T07:01:00Z,12,6,UR
2021-08-17T08:01:00Z,12,6,UR
2021-08-17T09:01:00Z,13,6,UR
2021-08-17T10:01:00Z,13.5,6,UR
2021-08-17T11:01:00Z,12,6,UR
2021-08-17T12:01:00Z,12,6,UR
2021-08-17T13:01:00Z,12.5,6,UR
2021-08-17T14:01:00Z,12.5,6,UR
2021-08-17T15:01:00Z,12.5,6,UR
2021-08-17T16:01:00Z,13,6,UR
2021-08-17T17:01:00Z,13.5,6,UR
2021-08-17T18:01:00Z,13,6,UR
2021-08-17T19:01:00Z,13,6,UR
2021-08-17T20:01:00Z,12.5,6,UR
2021-08-17T21:01:00Z,12.5,6,UR
2021-08-17T22:01:00Z,12.5,6,UR
2021-08-17T23:01:00Z,12.5,6,UR
2021-08-18T00:01:00Z,12.5,6,UR
2021-08-18T01:01:00Z,12.5,6,UR
2021-08-18T02:01:00Z,12.5,6,UR
2021-08-18T03:01:00Z,12,6,UR
2021-08-18T04:01:00Z,11.5,6,UR
2021-08-18T05:01:00Z,10.5,6,UR
2021-08-18T06:01:00Z,10.5,6,UR
2021-08-18T07:01:00Z,11,6,UR
2021-08-18T08:01:00Z,12,6,UR
2021-08-18T09:01:00Z,14.5,6,UR
2021-08-18T10:01:00Z,19.5,6,UR
2021-08-18T11:01:00Z,19,6,UR
2021-08-18T12:01:00Z,13,6,UR
2021-08-18T13:01:00Z,12.5,6,UR
2021-08-18T14:01:00Z,13,6,UR
2021-08-18T15:01:00Z,12.5,6,UR
2021-08-18T16:01:00Z,13,6,UR
2021-08-18T17:01:00Z,13,6,UR
2021-08-18T18:01:00Z,13,6,UR
2021-08-18T19:01:00Z,13,6,UR
2021-08-18T20:01:00Z,12.5,6,UR
2021-08-18T21:01:00Z,12.5,6,UR
2021-08-18T22:01:00Z,12.5,6,UR
2021-08-18T23:01:00Z,12,6,UR
2021-08-19T00:01:00Z,12,6,UR
2021-08-19T01:01:00Z,12,6,UR
2021-08-19T02:01:00Z,12,6,UR
2021-08-19T03:01:00Z,12,6,UR
2021-08-19T04:01:00Z,11.5,6,UR
2021-08-19T05:01:00Z,11,6,UR
2021-08-19T06:01:00Z,11,6,UR
2021-08-19T07:01:00Z,11.5,6,UR
2021-08-19T08:01:00Z,13.5,6,UR
2021-08-19T09:01:00Z,15.5,6,UR
2021-08-19T10:01:00Z,19,6,UR
2021-08-19T11:01:00Z,25.5,6,UR
2021-08-19T12:01:00Z,21,6,UR
2021-08-19T13:01:00Z,12.5,6,UR
2021-08-19T14:01:00Z,12,6,UR
2021-08-19T15:01:00Z,12.5,6,UR
2021-08-19T16:01:00Z,12.5,6,UR
2021-08-19T17:01:00Z,12.5,6,UR
2021-08-19T18:01:00Z,12.5,6,UR
2021-08-19T19:01:00Z,12.5,6,UR
2021-08-19T20:01:00Z,12,6,UR
2021-08-19T21:01:00Z,12,6,UR
2021-08-19T22:01:00Z,12,6,UR
2021-08-19T23:01:00Z,11.5,6,UR
2021-08-20T00:01:00Z,12,6,UR
2021-08-20T01:01:00Z,12,6,UR
2021-08-20T02:01:00Z,12,6,UR
2021-08-20T03:01:00Z,12,6,UR
2021-08-20T04:01:00Z,12,6,UR
2021-08-20T05:01:00Z,11,6,UR
2021-08-20T06:01:00Z,11,6,UR
2021-08-20T07:01:00Z,12,6,UR
2021-08-20T08:01:00Z,13.5,6,UR
2021-08-20T09:01:00Z,14.5,6,UR
2021-08-20T10:01:00Z,16,6,UR
2021-08-20T11:01:00Z,19,6,UR
2021-08-20T12:01:00Z,22,6,UR
2021-08-20T13:01:00Z,17,6,UR
2021-08-20T14:01:00Z,12,6,UR
2021-08-20T15:01:00Z,12,6,UR
2021-08-20T16:01:00Z,12,6,UR
2021-08-20T17:01:00Z,12,6,UR
2021-08-20T18:01:00Z,12.5,6,UR
2021-08-20T19:01:00Z,12,6,UR
2021-08-20T20:01:00Z,12,6,UR
2021-08-20T21:01:00Z,12,6,UR
2021-08-20T22:01:00Z,11.5,6,UR
2021-08-20T23:01:00Z,11.5,6,UR
2021-08-21T00:01:00Z,11.5,6,UR
2021-08-21T01:01:00Z,11.5,6,UR
2021-08-21T02:01:00Z,11.5,6,UR
2021-08-21T03:01:00Z,11.5,6,UR
2021-08-21T04:01:00Z,11.5,6,UR
2021-08-21T05:01:00Z,11.5,6,UR
2021-08-21T06:01:00Z,11.5,6,UR
2021-08-21T07:01:00Z,12,6,UR
2021-08-21T08:01:00Z,14,6,UR
2021-08-21T09:01:00Z,14,6,UR
2021-08-21T10:01:00Z,15,6,UR
2021-08-21T11:01:00Z,18,6,UR
2021-08-21T12:01:00Z,21,6,UR
2021-07-08T07:01:00Z,14,6,SR
2021-07-08T08:01:00Z,13,6,SR
2021-07-08T09:01:00Z,15.5,6,SR
2021-07-08T10:01:00Z,16.5,6,SR
2021-07-08T11:01:00Z,21,6,SR
2021-07-08T12:01:00Z,25,6,SR
2021-07-08T13:01:00Z,26,6,SR
2021-07-08T14:01:00Z,18.5,6,SR
2021-07-08T15:01:00Z,11.5,6,SR
2021-07-08T16:01:00Z,11,6,SR
2021-07-08T17:01:00Z,11.5,6,SR
2021-07-08T18:01:00Z,11.5,6,SR
2021-07-08T19:01:00Z,12,6,SR
2021-07-08T20:01:00Z,11.5,6,SR
2021-07-08T21:01:00Z,11.5,6,SR
2021-07-08T22:01:00Z,11.5,6,SR
2021-07-08T23:01:00Z,11.5,6,SR
2021-07-09T00:01:00Z,11,6,SR
2021-07-09T01:01:00Z,11.5,6,SR
2021-07-09T02:01:00Z,11,6,SR
2021-07-09T03:01:00Z,11,6,SR
2021-07-09T04:01:00Z,11.5,6,SR
2021-07-09T05:01:00Z,11,6,SR
2021-07-09T06:01:00Z,11,6,SR
2021-07-09T07:01:00Z,11.5,6,SR
2021-07-09T08:01:00Z,12,6,SR
2021-07-09T09:01:00Z,14,6,SR
2021-07-09T10:01:00Z,16,6,SR
2021-07-09T11:01:00Z,18,6,SR
2021-07-09T12:01:00Z,22.5,6,SR
2021-07-09T13:01:00Z,23,6,SR
2021-07-09T14:01:00Z,21.5,6,SR
2021-07-09T15:01:00Z,11.5,6,SR
2021-07-09T16:01:00Z,11.5,6,SR
2021-07-09T17:01:00Z,11.5,6,SR
2021-07-09T18:01:00Z,11,6,SR
2021-07-09T19:01:00Z,11,6,SR
2021-07-09T20:01:00Z,11,6,SR
2021-07-09T21:01:00Z,11,6,SR
2021-07-09T22:01:00Z,11.5,6,SR
2021-07-09T23:01:00Z,11,6,SR
2021-07-10T00:01:00Z,11,6,SR
2021-07-10T01:01:00Z,11,6,SR
2021-07-10T02:01:00Z,11,6,SR
2021-07-10T03:01:00Z,11,6,SR
2021-07-10T04:01:00Z,11,6,SR
2021-07-10T05:01:00Z,11,6,SR
2021-07-10T06:01:00Z,11,6,SR
2021-07-10T07:01:00Z,11,6,SR
2021-07-10T08:01:00Z,12,6,SR
2021-07-10T09:01:00Z,13.5,6,SR
2021-07-10T10:01:00Z,14.5,6,SR
2021-07-10T11:01:00Z,18,6,SR
2021-07-10T12:01:00Z,21.5,6,SR
2021-07-10T13:01:00Z,23,6,SR
2021-07-10T14:01:00Z,21.5,6,SR
2021-07-10T15:01:00Z,11.5,6,SR
2021-07-10T16:01:00Z,11,6,SR
2021-07-10T17:01:00Z,11.5,6,SR
2021-07-10T18:01:00Z,11.5,6,SR
2021-07-10T19:01:00Z,10.5,6,SR
2021-07-10T20:01:00Z,11,6,SR
2021-07-10T21:01:00Z,11,6,SR
2021-07-10T22:01:00Z,11,6,SR
2021-07-10T23:01:00Z,11,6,SR
2021-07-11T00:01:00Z,10.5,6,SR
2021-07-11T01:01:00Z,10.5,6,SR
2021-07-11T02:01:00Z,10.5,6,SR
2021-07-11T03:01:00Z,10.5,6,SR
2021-07-11T04:01:00Z,10.5,6,SR
2021-07-11T05:01:00Z,10.5,6,SR
2021-07-11T06:01:00Z,10.5,6,SR
2021-07-11T07:01:00Z,10.5,6,SR
2021-07-11T08:01:00Z,11.5,6,SR
2021-07-11T09:01:00Z,14.5,6,SR
2021-07-11T10:01:00Z,16,6,SR
2021-07-11T11:01:00Z,20,6,SR
2021-07-11T12:01:00Z,22.5,6,SR
2021-07-11T13:01:00Z,20.5,6,SR
2021-07-11T14:01:00Z,19.5,6,SR
2021-07-11T15:01:00Z,18,6,SR
2021-07-11T16:01:00Z,11,6,SR
2021-07-11T17:01:00Z,11,6,SR
2021-07-11T18:01:00Z,11,6,SR
2021-07-11T19:01:00Z,11,6,SR
2021-07-11T20:01:00Z,10.5,6,SR
2021-07-11T21:01:00Z,10.5,6,SR
2021-07-11T22:01:00Z,11,6,SR
2021-07-11T23:01:00Z,10.5,6,SR
2021-07-12T00:01:00Z,10.5,6,SR
2021-07-12T01:01:00Z,10.5,6,SR
2021-07-12T02:01:00Z,10.5,6,SR
2021-07-12T03:01:00Z,10.5,6,SR
2021-07-12T04:01:00Z,10.5,6,SR
2021-07-12T05:01:00Z,10.5,6,SR
2021-07-12T06:01:00Z,10,6,SR
2021-07-12T07:01:00Z,10,6,SR
2021-07-12T08:01:00Z,11,6,SR
2021-07-12T09:01:00Z,14,6,SR
2021-07-12T10:01:00Z,15.5,6,SR
2021-07-12T11:01:00Z,19.5,6,SR
2021-07-12T12:01:00Z,21.5,6,SR
2021-07-12T13:01:00Z,22,6,SR
2021-07-12T14:01:00Z,21.5,6,SR
2021-07-12T15:01:00Z,22,6,SR
2021-07-12T16:01:00Z,12,6,SR
2021-07-12T17:01:00Z,11,6,SR
2021-07-12T18:01:00Z,11,6,SR
2021-07-12T19:01:00Z,11,6,SR
2021-07-12T20:01:00Z,11,6,SR
2021-07-12T21:01:00Z,10.5,6,SR
2021-07-12T22:01:00Z,11,6,SR
2021-07-12T23:01:00Z,11,6,SR
2021-07-13T00:01:00Z,10.5,6,SR
2021-07-13T01:01:00Z,10.5,6,SR
2021-07-13T02:01:00Z,10.5,6,SR
2021-07-13T03:01:00Z,10.5,6,SR
2021-07-13T04:01:00Z,10.5,6,SR
2021-07-13T05:01:00Z,10,6,SR
2021-07-13T06:01:00Z,10,6,SR
2021-07-13T07:01:00Z,10,6,SR
2021-07-13T08:01:00Z,10,6,SR
2021-07-13T09:01:00Z,12.5,6,SR
2021-07-13T10:01:00Z,14.5,6,SR
2021-07-13T11:01:00Z,18.5,6,SR
2021-07-13T12:01:00Z,21,6,SR
2021-07-13T13:01:00Z,21.5,6,SR
2021-07-13T14:01:00Z,18.5,6,SR
2021-07-13T15:01:00Z,16.5,6,SR
2021-07-13T16:01:00Z,12,6,SR
2021-07-13T17:01:00Z,10.5,6,SR
2021-07-13T18:01:00Z,11,6,SR
2021-07-13T19:01:00Z,11,6,SR
2021-07-13T20:01:00Z,10.5,6,SR
2021-07-13T21:01:00Z,10.5,6,SR
2021-07-13T22:01:00Z,10.5,6,SR
2021-07-13T23:01:00Z,10.5,6,SR
2021-07-14T00:01:00Z,10.5,6,SR
2021-07-14T01:01:00Z,10.5,6,SR
2021-07-14T02:01:00Z,10.5,6,SR
2021-07-14T03:01:00Z,10.5,6,SR
2021-07-14T04:01:00Z,10.5,6,SR
2021-07-14T05:01:00Z,10.5,6,SR
2021-07-14T06:01:00Z,10,6,SR
2021-07-14T07:01:00Z,10,6,SR
2021-07-14T08:01:00Z,10,6,SR
2021-07-14T09:01:00Z,10.5,6,SR
2021-07-14T10:01:00Z,12.5,6,SR
2021-07-14T11:01:00Z,18.5,6,SR
2021-07-14T12:01:00Z,24.5,6,SR
2021-07-14T13:01:00Z,27.5,6,SR
2021-07-14T14:01:00Z,30.5,6,SR
2021-07-14T15:01:00Z,31,6,SR
2021-07-14T16:01:00Z,22.5,6,SR
2021-07-14T17:01:00Z,11,6,SR
2021-07-14T18:01:00Z,10.5,6,SR
2021-07-14T19:01:00Z,11,6,SR
2021-07-14T20:01:00Z,10.5,6,SR
2021-07-14T21:01:00Z,10.5,6,SR
2021-07-14T22:01:00Z,10.5,6,SR
2021-07-14T23:01:00Z,10.5,6,SR
2021-07-15T00:01:00Z,10.5,6,SR
2021-07-15T01:01:00Z,10.5,6,SR
2021-07-15T02:01:00Z,10.5,6,SR
2021-07-15T03:01:00Z,10.5,6,SR
2021-07-15T04:01:00Z,10.5,6,SR
2021-07-15T05:01:00Z,10.5,6,SR
2021-07-15T06:01:00Z,10.5,6,SR
2021-07-15T07:01:00Z,10,6,SR
2021-07-15T08:01:00Z,10,6,SR
2021-07-15T09:01:00Z,10.5,6,SR
2021-07-15T10:01:00Z,10.5,6,SR
2021-07-15T11:01:00Z,15,6,SR
2021-07-15T12:01:00Z,20.5,6,SR
2021-07-15T13:01:00Z,24.5,6,SR
2021-07-15T14:01:00Z,25,6,SR
2021-07-15T15:01:00Z,25,6,SR
2021-07-15T16:01:00Z,16.5,6,SR
2021-07-15T17:01:00Z,11,6,SR
2021-07-15T18:01:00Z,10.5,6,SR
2021-07-15T19:01:00Z,11,6,SR
2021-07-15T20:01:00Z,11,6,SR
2021-07-15T21:01:00Z,10.5,6,SR
2021-07-15T22:01:00Z,10.5,6,SR
2021-07-15T23:01:00Z,10.5,6,SR
2021-07-16T00:01:00Z,10.5,6,SR
2021-07-16T01:01:00Z,10.5,6,SR
2021-07-16T02:01:00Z,10.5,6,SR
2021-07-16T03:01:00Z,10.5,6,SR
2021-07-16T04:01:00Z,10.5,6,SR
2021-07-16T05:01:00Z,10.5,6,SR
2021-07-16T06:01:00Z,10.5,6,SR
2021-07-16T07:01:00Z,10.5,6,SR
2021-07-16T08:01:00Z,10,6,SR
2021-07-16T09:01:00Z,10.5,6,SR
2021-07-16T10:01:00Z,11,6,SR
2021-07-16T11:01:00Z,12.5,6,SR
2021-07-16T12:01:00Z,18,6,SR
2021-07-16T13:01:00Z,18.5,6,SR
2021-07-16T14:01:00Z,22,6,SR
2021-07-16T15:01:00Z,26,6,SR
2021-07-16T16:01:00Z,21.5,6,SR
2021-07-16T17:01:00Z,17,6,SR
2021-07-16T18:01:00Z,11,6,SR
2021-07-16T19:01:00Z,11,6,SR
2021-07-16T20:01:00Z,11.5,6,SR
2021-07-16T21:01:00Z,11,6,SR
2021-07-16T22:01:00Z,11,6,SR
2021-07-16T23:01:00Z,11,6,SR
2021-07-17T00:01:00Z,11,6,SR
2021-07-17T01:01:00Z,11,6,SR
2021-07-17T02:01:00Z,11,6,SR
2021-07-17T03:01:00Z,11,6,SR
2021-07-17T04:01:00Z,11,6,SR
2021-07-17T05:01:00Z,11,6,SR
2021-07-17T06:01:00Z,11,6,SR
2021-07-17T07:01:00Z,11.5,6,SR
2021-07-17T08:01:00Z,13,6,SR
2021-07-17T09:01:00Z,13,6,SR
2021-07-17T10:01:00Z,14,6,SR
2021-07-17T11:01:00Z,13.5,6,SR
2021-07-17T12:01:00Z,16,6,SR
2021-07-17T13:01:00Z,15.5,6,SR
2021-07-17T14:01:00Z,14,6,SR
2021-07-17T15:01:00Z,13.5,6,SR
2021-07-17T16:01:00Z,12.5,6,SR
2021-07-17T17:01:00Z,11.5,6,SR
2021-07-17T18:01:00Z,12,6,SR
2021-07-17T19:01:00Z,12,6,SR
2021-07-17T20:01:00Z,11.5,6,SR
2021-07-17T21:01:00Z,10.5,6,SR
2021-07-17T22:01:00Z,10.5,6,SR
2021-07-17T23:01:00Z,10.5,6,SR
2021-07-18T00:01:00Z,10.5,6,SR
2021-07-18T01:01:00Z,10.5,6,SR
2021-07-18T02:01:00Z,10.5,6,SR
2021-07-18T03:01:00Z,10.5,6,SR
2021-07-18T04:01:00Z,10,6,SR
2021-07-18T05:01:00Z,10,6,SR
2021-07-18T06:01:00Z,10,6,SR
2021-07-18T07:01:00Z,10.5,6,SR
2021-07-18T08:01:00Z,12.5,6,SR
2021-07-18T09:01:00Z,11.5,6,SR
2021-07-18T10:01:00Z,11.5,6,SR
2021-07-18T11:01:00Z,12.5,6,SR
2021-07-18T12:01:00Z,11.5,6,SR
2021-07-18T13:01:00Z,11.5,6,SR
2021-07-18T14:01:00Z,11.5,6,SR
2021-07-18T15:01:00Z,11.5,6,SR
2021-07-18T16:01:00Z,12,6,SR
2021-07-18T17:01:00Z,11.5,6,SR
2021-07-18T18:01:00Z,11.5,6,SR
2021-07-18T19:01:00Z,11.5,6,SR
2021-07-18T20:01:00Z,11.5,6,SR
2021-07-18T21:01:00Z,11,6,SR
