"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-02 09:00","2021","07","02","09:00","13.6","","10.6","","82","","0.0","","19","","5","","16.1","","101.55","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-02 10:00","2021","07","02","10:00","15.4","","11.2","","76","","0.0","","","M","8","","16.1","","101.57","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-02 11:00","2021","07","02","11:00","17.3","","11.7","","69","","0.0","","30","","8","","16.1","","101.55","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-02 12:00","2021","07","02","12:00","19.2","","11.6","","61","","0.0","","33","","9","","16.1","","101.53","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-02 13:00","2021","07","02","13:00","20.0","","12.2","","60","","0.0","","33","","15","","16.1","","101.51","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-02 14:00","2021","07","02","14:00","19.2","","11.6","","61","","0.0","","28","","8","","16.1","","101.55","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-02 15:00","2021","07","02","15:00","19.5","","11.4","","59","","0.0","","29","","8","","16.1","","101.53","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-02 16:00","2021","07","02","16:00","19.9","","11.7","","59","","0.0","","","M","5","","16.1","","101.50","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-02 17:00","2021","07","02","17:00","19.3","","11.2","","59","","0.0","","","M","9","","16.1","","101.47","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-02 18:00","2021","07","02","18:00","17.9","","10.8","","63","","0.0","","30","","8","","16.1","","101.47","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-02 19:00","2021","07","02","19:00","16.1","","10.9","","71","","0.0","","24","","8","","16.1","","101.48","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-02 20:00","2021","07","02","20:00","14.6","","10.5","","76","","0.0","","25","","8","","16.1","","101.45","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-02 21:00","2021","07","02","21:00","13.2","","10.8","","85","","0.0","","","","0","","16.1","","101.44","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-02 22:00","2021","07","02","22:00","11.6","","10.2","","91","","0.0","","","M","4","","16.1","","101.44","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-02 23:00","2021","07","02","23:00","10.9","","10.0","","94","","0.0","","","M","4","","16.1","","101.44","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-03 00:00","2021","07","03","00:00","10.2","","9.6","","96","","0.0","","","M","4","","16.1","","101.43","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-03 01:00","2021","07","03","01:00","9.6","","8.9","","95","","0.0","","","","0","","16.1","","101.41","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-03 02:00","2021","07","03","02:00","8.0","","7.3","","95","","0.0","","","","0","","16.1","","101.41","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-03 03:00","2021","07","03","03:00","9.2","","8.8","","97","","0.0","","19","","8","","2.8","","101.39","","","","","","Fog"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-03 04:00","2021","07","03","04:00","9.3","","9.2","","99","","0.0","","","","0","","2.8","","101.40","","","","","","Fog"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-03 05:00","2021","07","03","05:00","10.3","","10.2","","99","","0.0","","16","","5","","14.5","","101.38","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-03 06:00","2021","07","03","06:00","11.0","","10.9","","99","","0.0","","15","","5","","6.4","","101.37","","","","","","Fog"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-03 07:00","2021","07","03","07:00","11.1","","10.8","","98","","0.0","","21","","5","","16.1","","101.35","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-03 08:00","2021","07","03","08:00","11.8","","11.0","","95","","0.0","","","M","5","","16.1","","101.36","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-03 09:00","2021","07","03","09:00","12.5","","10.9","","90","","0.0","","","M","4","","16.1","","101.38","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-03 10:00","2021","07","03","10:00","14.3","","11.8","","85","","0.0","","","M","4","","16.1","","101.36","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-03 11:00","2021","07","03","11:00","15.0","","11.6","","80","","0.0","","","M","4","","16.1","","101.36","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-03 12:00","2021","07","03","12:00","17.9","","12.6","","71","","0.0","","15","","9","","16.1","","101.32","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-03 13:00","2021","07","03","13:00","18.9","","12.8","","67","","0.0","","36","","9","","16.1","","101.30","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-03 14:00","2021","07","03","14:00","19.1","","12.9","","67","","0.0","","","M","4","","16.1","","101.29","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-03 15:00","2021","07","03","15:00","20.5","","12.3","","59","","0.0","","","M","11","","16.1","","101.27","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-03 16:00","2021","07","03","16:00","20.6","","12.1","","58","","0.0","","25","","8","","16.1","","101.25","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-03 17:00","2021","07","03","17:00","20.6","","12.1","","58","","0.0","","","M","9","","16.1","","101.21","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-03 18:00","2021","07","03","18:00","19.8","","12.7","","63","","0.0","","17","","11","","16.1","","101.19","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-03 19:00","2021","07","03","19:00","18.5","","12.0","","66","","0.0","","19","","9","","16.1","","101.20","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-03 20:00","2021","07","03","20:00","16.3","","11.4","","73","","0.0","","20","","8","","16.1","","101.19","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-03 21:00","2021","07","03","21:00","13.6","","10.6","","82","","0.0","","17","","11","","16.1","","101.22","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-03 22:00","2021","07","03","22:00","12.4","","10.5","","88","","0.0","","18","","9","","16.1","","101.22","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-03 23:00","2021","07","03","23:00","11.9","","10.5","","91","","0.0","","19","","9","","16.1","","101.20","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-04 00:00","2021","07","04","00:00","11.7","","10.6","","93","","0.0","","17","","9","","16.1","","101.19","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-04 01:00","2021","07","04","01:00","11.1","","10.5","","96","","0.0","","16","","8","","16.1","","101.18","","","","","","NA"
