"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-02 12:00","2021","06","02","12:00","20.5","","11.7","","57","","","","12","","17","","48.3","","101.10","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-02 13:00","2021","06","02","13:00","19.3","","10.9","","58","","","","13","","15","","48.3","","101.08","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-02 14:00","2021","06","02","14:00","20.6","","10.8","","53","","","","8","","9","","48.3","","101.03","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-02 15:00","2021","06","02","15:00","22.7","","11.2","","48","","","","12","","7","","48.3","","100.98","","25","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-02 16:00","2021","06","02","16:00","25.1","","11.7","","43","","","","10","","8","","48.3","","100.93","","27","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-02 17:00","2021","06","02","17:00","28.9","","8.6","","28","","","","24","","21","","48.3","","100.91","","30","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-02 18:00","2021","06","02","18:00","27.0","","6.2","","26","","","","27","","19","","48.3","","100.92","","27","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-02 19:00","2021","06","02","19:00","26.1","","6.1","","28","","","","25","","26","","48.3","","100.92","","26","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-02 20:00","2021","06","02","20:00","22.8","","7.5","","37","","","","27","","11","","48.3","","100.93","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-02 21:00","2021","06","02","21:00","21.5","","11.8","","53","","","","29","","14","","48.3","","100.96","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-02 22:00","2021","06","02","22:00","20.7","","11.3","","54","","","","31","","15","","24.1","","100.99","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-02 23:00","2021","06","02","23:00","18.6","","11.5","","63","","","","22","","5","","24.1","","100.99","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-03 00:00","2021","06","03","00:00","18.0","","11.6","","66","","","","24","","9","","24.1","","101.01","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-03 01:00","2021","06","03","01:00","18.6","","11.4","","63","","","","31","","16","","24.1","","101.04","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-03 02:00","2021","06","03","02:00","17.9","","11.9","","68","","","","29","","16","","24.1","","101.03","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-03 03:00","2021","06","03","03:00","13.8","","11.8","","87","","","","9","","7","","24.1","","101.07","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-03 04:00","2021","06","03","04:00","14.3","","12.2","","87","","","","7","","3","","48.3","","101.10","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-03 05:00","2021","06","03","05:00","13.6","","12.5","","93","","","","8","","7","","48.3","","101.14","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-03 06:00","2021","06","03","06:00","15.6","","11.1","","75","","","","2","","6","","48.3","","101.19","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-03 07:00","2021","06","03","07:00","15.5","","11.4","","77","","","","12","","5","","48.3","","101.23","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-03 08:00","2021","06","03","08:00","15.7","","11.3","","75","","","","7","","8","","48.3","","101.24","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-03 09:00","2021","06","03","09:00","17.9","","11.7","","66","","","","13","","12","","48.3","","101.24","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-03 10:00","2021","06","03","10:00","18.4","","11.5","","64","","","","13","","14","","48.3","","101.25","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-03 11:00","2021","06","03","11:00","19.4","","12.0","","62","","","","13","","14","","48.3","","101.27","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-03 12:00","2021","06","03","12:00","20.6","","11.8","","57","","","","6","","13","","48.3","","101.22","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-03 13:00","2021","06","03","13:00","21.2","","12.0","","55","","","","9","","14","","48.3","","101.20","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-03 14:00","2021","06","03","14:00","21.4","","11.9","","54","","","","7","","16","","48.3","","101.17","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-03 15:00","2021","06","03","15:00","21.7","","11.7","","53","","","","6","","13","","48.3","","101.12","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-03 16:00","2021","06","03","16:00","21.9","","10.6","","48","","","","6","","10","","48.3","","101.06","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-03 17:00","2021","06","03","17:00","21.4","","10.1","","48","","","","4","","11","","48.3","","101.04","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-03 18:00","2021","06","03","18:00","20.7","","9.4","","48","","","","6","","5","","48.3","","101.01","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-03 19:00","2021","06","03","19:00","22.3","","8.7","","41","","","","29","","18","","48.3","","101.00","","","","","","Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-03 20:00","2021","06","03","20:00","20.2","","5.1","","37","","","","28","","23","","48.3","","101.02","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-03 21:00","2021","06","03","21:00","18.1","","4.1","","39","","","","27","","19","","48.3","","101.06","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-03 22:00","2021","06","03","22:00","17.3","","3.7","","40","","","","28","","31","","48.3","","101.11","","","","","","Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-03 23:00","2021","06","03","23:00","15.2","","5.9","","53","","","","29","","19","","32.2","","101.16","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-04 00:00","2021","06","04","00:00","14.9","","4.6","","50","","","","27","","20","","32.2","","101.19","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-04 01:00","2021","06","04","01:00","14.1","","4.6","","52","","","","27","","16","","32.2","","101.22","","","","","","Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-04 02:00","2021","06","04","02:00","13.3","","3.6","","52","","","","27","","21","","32.2","","101.23","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-04 03:00","2021","06","04","03:00","12.4","","4.4","","58","","","","29","","3","","32.2","","101.27","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-04 04:00","2021","06","04","04:00","11.1","","4.3","","63","","","","20","","4","","48.3","","101.31","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-04 05:00","2021","06","04","05:00","12.8","","4.5","","57","","","","27","","17","","48.3","","101.36","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-04 06:00","2021","06","04","06:00","14.2","","4.7","","53","","","","28","","16","","48.3","","101.37","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-04 07:00","2021","06","04","07:00","14.5","","5.2","","54","","","","24","","7","","48.3","","101.40","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-04 08:00","2021","06","04","08:00","17.8","","6.0","","46","","","","31","","10","","48.3","","101.47","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-04 09:00","2021","06","04","09:00","17.7","","5.7","","45","","","","29","","16","","48.3","","101.51","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-04 10:00","2021","06","04","10:00","16.9","","6.6","","50","","","","31","","11","","48.3","","101.53","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-04 11:00","2021","06","04","11:00","19.6","","6.5","","42","","","","33","","6","","48.3","","101.54","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-04 12:00","2021","06","04","12:00","17.5","","8.0","","53","","","","3","","10","","48.3","","101.57","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-04 13:00","2021","06","04","13:00","17.6","","4.1","","40","","","","26","","10","","48.3","","101.58","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-04 14:00","2021","06","04","14:00","17.6","","4.2","","40","","","","22","","7","","48.3","","101.53","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-04 15:00","2021","06","04","15:00","14.4","","8.3","","66","","","","13","","19","","48.3","","101.50","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-04 16:00","2021","06","04","16:00","13.7","","8.4","","70","","","","13","","16","","48.3","","101.45","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-04 17:00","2021","06","04","17:00","15.0","","8.1","","63","","","","14","","16","","48.3","","101.42","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-04 18:00","2021","06","04","18:00","13.6","","9.1","","74","","","","12","","5","","48.3","","101.34","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-04 19:00","2021","06","04","19:00","13.9","","8.8","","71","","","","36","","2","","32.2","","101.32","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-04 20:00","2021","06","04","20:00","14.3","","8.0","","65","","","","8","","8","","32.2","","101.21","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-04 21:00","2021","06","04","21:00","13.4","","11.5","","88","","","","3","","9","","32.2","","101.22","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-04 22:00","2021","06","04","22:00","13.2","","8.5","","73","","","","29","","8","","24.1","","101.20","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-04 23:00","2021","06","04","23:00","11.9","","11.9","","100","","","","8","","6","","24.1","","101.15","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-05 00:00","2021","06","05","00:00","11.1","","11.1","","100","","","","7","","4","","32.2","","101.09","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-05 01:00","2021","06","05","01:00","10.9","","10.9","","100","","","","17","","7","","24.1","","101.10","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-05 02:00","2021","06","05","02:00","11.3","","10.1","","92","","","","17","","20","","32.2","","101.04","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-05 03:00","2021","06","05","03:00","11.0","","11.0","","100","","","","18","","17","","32.2","","101.04","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-05 04:00","2021","06","05","04:00","10.0","","10.0","","100","","","","22","","3","","32.2","","100.98","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-05 05:00","2021","06","05","05:00","11.8","","7.9","","77","","","","21","","21","","48.3","","100.97","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-05 06:00","2021","06","05","06:00","13.3","","7.6","","68","","","","23","","16","","48.3","","100.99","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-05 07:00","2021","06","05","07:00","12.9","","8.2","","73","","","","25","","14","","48.3","","100.99","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-05 08:00","2021","06","05","08:00","14.0","","7.2","","63","","","","25","","13","","48.3","","101.05","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-05 09:00","2021","06","05","09:00","14.1","","6.1","","58","","","","23","","17","","48.3","","101.10","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-05 10:00","2021","06","05","10:00","15.6","","7.2","","57","","","","24","","18","","48.3","","101.11","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-05 11:00","2021","06","05","11:00","16.3","","4.8","","46","","","","27","","31","","48.3","","101.18","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-05 12:00","2021","06","05","12:00","17.2","","4.6","","43","","","","28","","30","","48.3","","101.21","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-05 13:00","2021","06","05","13:00","16.8","","4.7","","44","","","","28","","30","","48.3","","101.23","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-05 14:00","2021","06","05","14:00","17.0","","3.0","","39","","","","26","","32","","48.3","","101.30","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-05 15:00","2021","06","05","15:00","16.9","","3.0","","39","","","","26","","32","","48.3","","101.31","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-05 16:00","2021","06","05","16:00","15.6","","3.2","","43","","","","26","","35","","48.3","","101.39","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-05 17:00","2021","06","05","17:00","14.6","","2.7","","44","","","","25","","38","","48.3","","101.40","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-05 18:00","2021","06","05","18:00","14.3","","3.3","","47","","","","25","","27","","48.3","","101.42","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-05 19:00","2021","06","05","19:00","13.1","","2.3","","48","","","","25","","32","","48.3","","101.43","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-05 20:00","2021","06","05","20:00","11.9","","2.8","","53","","","","26","","22","","48.3","","101.46","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-05 21:00","2021","06","05","21:00","11.3","","3.1","","57","","","","26","","26","","48.3","","101.49","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-05 22:00","2021","06","05","22:00","10.7","","3.1","","59","","","","25","","21","","48.3","","101.50","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-05 23:00","2021","06","05","23:00","10.3","","3.3","","61","","","","25","","17","","48.3","","101.51","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-06 00:00","2021","06","06","00:00","10.3","","3.0","","60","","","","24","","21","","48.3","","101.49","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-06 01:00","2021","06","06","01:00","9.2","","2.8","","64","","","","21","","9","","48.3","","101.49","","","","","","Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-06 02:00","2021","06","06","02:00","8.8","","3.5","","70","","","","22","","14","","48.3","","101.46","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-06 03:00","2021","06","06","03:00","9.1","","4.0","","70","","","","19","","16","","48.3","","101.41","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-06 04:00","2021","06","06","04:00","9.1","","3.9","","70","","","","23","","18","","48.3","","101.36","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-06 05:00","2021","06","06","05:00","9.8","","4.2","","68","","","","22","","10","","48.3","","101.33","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-06 06:00","2021","06","06","06:00","10.4","","4.7","","68","","","","21","","11","","48.3","","101.31","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-06 07:00","2021","06","06","07:00","10.8","","5.8","","71","","","","17","","16","","48.3","","101.27","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-06 08:00","2021","06","06","08:00","10.6","","7.3","","80","","","","16","","22","","48.3","","101.25","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-06 09:00","2021","06","06","09:00","11.0","","6.4","","73","","","","14","","17","","48.3","","101.17","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-06 10:00","2021","06","06","10:00","10.4","","7.5","","82","","","","14","","17","","48.3","","101.13","","","","","","Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-06 11:00","2021","06","06","11:00","11.4","","6.9","","74","","","","14","","14","","48.3","","101.05","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-06 12:00","2021","06","06","12:00","11.9","","6.4","","69","","","","12","","16","","48.3","","100.98","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-06 13:00","2021","06","06","13:00","12.6","","6.4","","66","","","","14","","20","","48.3","","100.95","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-06 14:00","2021","06","06","14:00","12.0","","7.4","","73","","","","13","","24","","48.3","","100.91","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-06 15:00","2021","06","06","15:00","11.3","","10.8","","97","","","","15","","24","","32.2","","100.87","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-06 16:00","2021","06","06","16:00","11.2","","7.9","","80","","","","13","","11","","48.3","","100.85","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-06 17:00","2021","06","06","17:00","11.9","","6.7","","70","","","","12","","18","","48.3","","100.81","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-06 18:00","2021","06","06","18:00","11.3","","8.3","","82","","","","9","","16","","48.3","","100.74","","","","","","Rain Showers"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-06 19:00","2021","06","06","19:00","10.4","","9.4","","94","","","","14","","16","","24.1","","100.75","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-06 20:00","2021","06","06","20:00","10.3","","8.1","","87","","","","15","","14","","32.2","","100.75","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-06 21:00","2021","06","06","21:00","9.0","","8.4","","96","","","","32","","9","","32.2","","100.79","","","","","","Rain Showers"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-06 22:00","2021","06","06","22:00","8.7","","6.2","","84","","","","30","","7","","19.3","","100.78","","","","","","Rain Showers"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-06 23:00","2021","06","06","23:00","8.3","","8.3","","100","","","","23","","8","","24.1","","100.81","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-07 00:00","2021","06","07","00:00","7.7","","7.7","","100","","","","31","","15","","24.1","","100.79","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-07 01:00","2021","06","07","01:00","7.4","","7.4","","100","","","","30","","9","","24.1","","100.84","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-07 02:00","2021","06","07","02:00","7.0","","7.0","","100","","","","30","","9","","32.2","","100.91","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-07 03:00","2021","06","07","03:00","7.4","","7.4","","100","","","","31","","8","","32.2","","100.98","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-07 04:00","2021","06","07","04:00","6.8","","6.8","","100","","","","26","","7","","32.2","","100.99","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-07 05:00","2021","06","07","05:00","6.4","","6.4","","100","","","","25","","12","","32.2","","101.03","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-07 06:00","2021","06","07","06:00","8.1","","8.1","","100","","","","23","","7","","32.2","","101.09","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-07 07:00","2021","06","07","07:00","8.9","","5.5","","79","","","","28","","4","","32.2","","101.14","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-06-07 08:00","2021","06","07","08:00","10.4","","5.8","","73","","","","10","","12","","32.2","","101.17","","","","","","NA"
